Name,Type,Ingredients,Price
SEPHORA COLLECTION,Face Masks,"-Watermelon: Retexturizes and rich in lycopene.
-Mango: Plump the look of skin and hydrates.
-Kiwi Extract: Rich in enzymes and antioxidants.
-Glycolic Acid: Exfoliates and hydrates.

Water (Aqua), Glycerin, Polyglyceryl-3 Laurate, Phenoxyethanol, Xanthan",$8.00 
LA MER,Face Masks,"Water\Aqua\Eau, Algae (Seaweed) Extract, Glycerin, Methyl Gluceth-20, Bis-Peg-18 Methyl Ether Dimethyl Silane, Butylene Glycol, Hypnea Musciformis (Algae) Extract, Sucrose, Propanediol, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Citrus Aurantifolia (Lime) Peel Extract, Glycine Soja (Soybean) Seed Extract, Acetyl Hexapeptide-8, Acetyl Dipeptide-1 Cetyl Ester, Sea Salt\Maris Sal\Sel Marin, Codium Tomentosum Extract, Gelidiella Acerosa Extract, Caffeine, Laminaria Saccharina Extract, Alcaligenes Polysaccharides, Dipotassium Glycyrrhizate, Glycereth-26, Laminaria Digitata Extract, Plankton Extract, Glycosaminoglycans, Palmaria Palmata Extract, Peg-8, Ethylhexylglycerin, Sodium Pca, Urea, Ppg-5-Ceteth-20, Jojoba Wax Peg-120 Esters, Polysorbate 20, Carbomer, Yeast Extract\Faex\Extrait De Levure, Sodium Hyaluronate, Xanthan Gum, Pentylene Glycol, Trehalose, Laureth-3, Hydrolyzed Yeast Protein, Hydroxyethylcellulose, Caprylyl Glycol, Fragrance (Parfum), Tourmaline, Hydroxypropyl Cyclodextrin, Glycine Soja (Soybean) Protein, Alcohol Denat., Sodium Hydroxide, Lecithin, Polyquaternium-51, Disodium Edta, Citronellol, Geraniol, Hydroxycitronellal, Linalool, Limonene, Potassium Sorbate, Chlorphenesin, Phenoxyethanol.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",$155.00 
SEPHORA COLLECTION,Face Masks,"-Pearl Extract of Natural Origin: Provides remineralizing properties against dull, fatigued skin.

Water, Butylene Glycol, Glycerin, Salix Alba (Willow) Bark Extract, Betaine, Xanthan Gum, 1,2-Hexanediol, Hydroxyacetophenone, Parfum (Fragrance), Synthetic",$6.00 
SEPHORA COLLECTION,Face Masks,"-Pearl Extract of Natural Origin: Provides remineralizing properties against dull, fatigued skin.

Water, Butylene Glycol, Glycerin, Salix Alba (Willow) Bark Extract, Betaine, Xanthan Gum, 1,2-Hexanediol, Hydroxyacetophenone, Parfum (Fragrance), Synthetic",$6.00 
SEPHORA COLLECTION,Face Masks,"-Shea Extract of Natural Origin: Nourishes.

Water, Butylene Glycol, Glycerin, Propanediol, 1,2-Hexanediol, Olive Oil Glycereth-8 Esters, Phenoxyethanol, Arginine, Carbomer, Xanthan Gum, Allantoin, Panthenol, Sodium Saccharin, Dipotassium Glycyrrhizate, S",$3.00 
FRESH,Face Masks,"Water, Glycerin, Propylene Glycol Dicaprylate/Dicaprate, Pentylene Glycol, Cetearyl Alcohol, Lithothamnion Calcareum Powder, Caprylic/Capric Triglyceride, Cetearyl Isononanoate, Betaine, Polyacrylate Crosspolymer-6, Steareth-21, Laminaria Saccharina Extract, Cocos Nucifera (Coconut) Shell Powder, Nelumbo Nucifera Seed Powder, Citrus Limon (Lemon) Peel Oil, Cucumis Sativus (Cucumber) Fruit Extract, Ficus Carica (Fig) Fruit Extract, Averrhoa Carambola Leaf Extract, Crithmum Maritimum Extract, Nelumbo Nucifera Flower Extract, Hibiscus Esculentus Fruit Extract, Tocopheryl Acetate, Ascorbyl Tetraisopalmitate, Tocopherol, Behenyl Alcohol, Cetearyl Glucoside, Dimethicone, Caprylyl Glycol, Butylene Glycol, Cetyl Alcohol, Sodium Polyacrylate Starch, Stearyl Alcohol, Disodium EDTA, Sodium Hyaluronate, BHT, Tetrasodium EDTA, Hydrogenated Vegetable Oil, Caramel, Xanthan Gum, Sorbic Acid, Phenoxyethanol, Limonene, Citral.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$62.00 
SUMMER FRIDAYS,Face Masks,"-Tetrahexyldecyl Ascorbate (Vitamin C): Provides antioxidant benefits, skin brightening properties, and supports natural collagen synthesis
-Argan, Safflower, Sesame, Avocado, Grape Seed Oils: Provide fatty acids, vitamins, and antioxidants while soothing",$52.00 
PHILOSOPHY,Face Masks,"Water, Kaolin, Solum Diatomeae/Diatomaceous Earth/Terre De Distomees, Propanediol, Bentonite, Decyl Glucoside, Alchol Denat., Lauryl Glucoside, Propylene Glycol, Polysilicone-11, Pvp, Xanthan Gum, Sailicylic Acid, Sodium Pca, Sodium Citrate, Citric Acid, Fragrance, Chlorphenesin, Linalool, Disodium Edta, Limonene, Laureth-12, Phenoxyethanol, Geraniol, Vanillyl Butyl Ether, Ethylhexylglycerin, Titanium Dioxide (Ci 77891).",$35.00 
ORIGINS,Face Masks,"Water, Glycerin, Cetyl Alcohol, Glyceryl Polymethacrylate, Niacinamide, Hydroxyethyl Urea , Peg-75, Dimethicone, Persea Gratissima (Avocado) Oil, Ppg-15 Stearyl Ether, Peg-8, Glycereth-26, Sorbitan Stearate, Citrus Aurantium Amara (Bitter Orange)Leaf/Twig Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Ricinus Communis (Castor) Seed Oil*, Osmanthus Fragrans Flower Extract, Rosa Damascena Extract, Ribes Nigrum Bud Extract, Cinnamomum Camphora (Camphor) Leaf Extract, Benzaldehyde, Hexenyl Acetate, Gamma-Decalactone, Ionone, Ethyl Acetate, Alcohol, Linalool, Limonene, Isopropyl Isostearate, Peg-100 Stearate, Citrus Aurantium Dulcis (Orange) Peel Wax, Prunus Armeniaca (Apricot) Kernel Oil, Mangifera Indica (Mango) Seed Butter, Sucrose** , Hypnea Musciformis (Algae) Extract, Avena Sativa (Oat) Kernel Extract, Triticum Vulgare (Wheat Bran) Extract, Cladosiphon Okamuranus Extract, Cetearyl Alcohol, Caffeine, Oryza Sativa (Rice) Extract, Gelidiella Acerosa Extract, Butylene Glycol, Aloe Barbadensis Leaf Extract, Pantethine, Olea Europaea (Olive) Fruit Extract, Cocos Nucifera (Coconut) Oil, Punica Granatum (Pomegranate) Sterols, Sorbitol, Caprylyl Glycol, Tocopheryl Acetate, Oryzanol, Trehalose, Bisabolol, Cetyl Ethylhexanoate, Sodium Hyaluronate, Carbomer, Hexylene Glycol, Potassium Hydroxide, Dextrin, Disodium Edta, Potassium Sorbate, Phenoxyethanol. *Essential Oil. **Organic Sucrose (Brown Sugar).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up-to-date list of ingredients.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$26.00 
SEPHORA COLLECTION,Face Masks,"-Natural Green Clay: Soothes and detoxifies.

Water, Kaolin, Talc, Steareth-2, Shea Butter, Fuller's Earth, Hydrogenated Polyisobutene, Butylene Glycol, Stearic Acid, CI 77891 (Titanium Dioxide), Glycerin, Cetearyl Alcohol, Steareth-21, Ethylhexyl Stearat",$8.00 
SEPHORA COLLECTION,Face Masks,"-Coconut Extract of Natural Origin: Provides super nourishing benefits and is packed with vitamins and fatty acids.

Water, Butylene Glycol, Glycerin, Betaine, Mannitol, 1,2-Hexanediol, Hydroxyacetophenone, Saccharide Isomerate, Xanthan Gum, Ammonium Glyc",$6.00 
GLAMGLOW,Face Masks,"-Volcanic Rock: Multi-level surface exfoliator buffs away dead skin cell buildup, smooths uneven skin texture, and softens the look of fine lines.
-Natural Clay Blend: Gently absorbs impurities and excess oils.
-TEAOXI® Green Tea Leaf: Infuses mud with a",$59.00 
SEPHORA COLLECTION,Face Masks,"Aloe Vera Face Mask:
-Aloe Vera: Quenches and replenishes.

Water, Butylene Glycol, Aloe Barbadensis Leaf Juice, Glycerin, Betaine, 1,2-Hexanediol, Hydroxyacetophenone, Saccharide Isomerate, Xanthan Gum, Parfum (Fragrance), Aloe Barbadensis Leaf Extract, Phalaenopsis Amabilis Extract, Phenoxyethanol, Citric Acid, Sodium Citrate, Potassium Sorbate, Sodium Benzoate.

Watermelon After-Sun Mask:
Water, Glycerin, Dipropylene Glycol, Methylpropanediol, Glycereth-26, Dipotassium Glycyrrhizate, PEG/PPG-17/6 Copolymer, Saccharide Isomerate, Hydroxyethyl Urea, PEG-32, 1,2-Hexanediol, Phenoxyethanol, Arginine, Carbomer, Inositol, Panthenol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Coceth-7, PPG-1-PEG-9 Lauryl Glycol Ether, Xanthan Gum, Fragrance, Ethylhexylglycerin, PEG-40 Hydrogenated Castor Oil, Disodium EDTA, Glyceryl Polyacrylate, Citrullus Lanatus (Watermelon) Fruit Extract, Sodium Hyaluronate, Polysorbate 60, Sorbitan Isostearate, Citric Acid, Sodium Citrate, Potassium Sorbate, Sodium Benzoate,Tocopherol.

Shea Lip Mask:
-Shea: Moisturizes and smooths.

Water, Butylene Glycol, Glycerin, Propanediol, 1,2-Hexanediol, Olive Oil Glycereth-8 Esters, Phenoxyethanol, Arginine, Carbomer, Xanthan Gum, Allantoin, Panthenol, Sodium Saccharin, Dipotassium Glycyrrhizate, Sodium Citrate, Sodium Hyaluronate, Ethylhexylglycerin, Polysorbate 20, Disodium EDTA, Parfum (Fragrance), Tocopheryl Acetate, Butyrospermum Parkii Butter Extract (Butyrospermum Parkii (Shea Butter) Extract), Leontopodium Alpinum Extract, CI 17200 (Red 33), Sodium Benzoate, Citric Acid, Tocopherol.

Lavender Foot Mask: -Lavender: Refreshes and relaxes.

Water, Glycerin, Urea, Carthamus Tinctorius (Safflower) Seed Oil, Glyceryl Stearate, Butylene Glycol, Caprylic/Capric Triglyceride, Cetearyl Alcohol, PEG-100 Stearate, Phenoxyethanol, Dimethicone, Carbomer, Arginine, Parfum (Fragrance), Caprylyl Glycol, 1.2-Hexanediol, Propanediol, Allantoin, Adenosine, Menthol, Disodium EDTA, Linalool, Illicium Verum (Anise) Fruit Extract, Lavandula Angustifolia Extract (Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract), Sodium Hyaluronate, Limonene, Coumarin, Propylene Glycol, Citric Acid, Tartaric Acid, Malic Acid, Viola Tricolor Extract, Hibiscus Sabdariffa Flower Extract, Rosa Canina Fruit Extract, Ascorbic Acid, Salicylic Acid.

Dragonfruit Hair Sleeping Mask:
Water, Cetearyl Alcohol, Carthamus Tinctorius (Safflower) Seed Oil, Hydrogenated Castor Oil/Sebacic Acid Copolymer, Cetyl Ethylhexanoate, Phospholipids, Behentrimonium Chloride, Cetrimonium Chloride, Glycerin, Glycine Soja (Soybean) Oil, Dipropylene Glycol, Panthenol, Butyrospermum Parkii Butter Extract (Butyrospermum Parkii (Shea Butter) Extract), Argania Spinosa Kernel Oil, Phenoxyethanol, Isopropyl Alcohol, Fragrance, Glycolipids, Phytantriol, Glycine Soja (Soybean) Sterols, Ethylhexylglycerin, Disodium EDTA, Sodium Benzoate, Moringa Pterygosperma Seed Extract, Citric Acid, Disodium Phosphate, Butylene Glycol, Biosaccharide Gum-1, Tocopherol, Caprylyl Glycol, 1,2-Hexanediol, Silk Amino Acids.

Pineapple Nose Mask:
Aqua (Water), Hydroxyethyl Urea, Glycereth-26, Glycerin,Alcohol Denat., 1,2-Hexanediol, Coceth-7, PPG-1-PEG-9 Lauryl Glycol Ether, Phenoxyethanol, Epilobium Fleischeri Extract, PEG-40 Hydrogenated Castor Oil, Ananas Sativus (Pineapple) Fruit Extract, Betaine, Parfum (Fragrance), Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Arginine, Carbomer, Ethylhexylglycerin, Disodium EDTA, Citric Acid, Potassium Sorbate, Polysorbate 60, Sorbitan Isostearate, Sodium Benzoate,Tocopherol.",$20.00 
PETER THOMAS ROTH,Face Masks,"-Cucumber Extract: Soothes and hydrates.
-Papaya Extract: Softens and smooths skin's appearance.
-Chamomile Extract: Comforts and calms.

Water/Aqua/Eau, Butylene Glycol, Cucumis Sativus (Cucumber) Fruit Extract, Ananas Sativus (Pineapple) Fruit Extract, ",$55.00 
LA MER,Face Masks,"Declustered Water (-)\Aqua\Eau De-Structuree (-), Declustered Water (+)\Aqua\Eau De-Structuree (+), Dimethicone, Hdi/Trimethylol Hexyllactone Crosspolymer, Cyclopentasiloxane, Hydrogenated Polyisobutene, Hydrogenated Vegetable Oil, Caprylic/Capric/Myristic/Stearic Triglyceride, Polysilicone-11, Peg-100 Stearate, Peg-8 Dimethicone, Peg-10 Dimethicone, Algae (Seaweed) Extract, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Vitis Vinifera (Grape) Seed Extract, Citrus Aurantifolia (Lime) Peel Extract, Sigesbeckia Orientalis (St. Paul's Wort) Extract, Crithmum Maritimum Extract, Eryngium Maritimum Extract, Polygonum Cuspidatum Root Extract, Silybum Marianum (Lady's Thistle) Extract, Bupleurum Falcatum root extract, humulus lupulus (hops) Extract, Citrus Reticulata (Tangerine) Peel Extract, Mimosa Tenuiflora Bark Extract, Narcissus Tazetta Bulb Extract, Chlorella Vulgaris Extract, Saccharomyces Lysate Extract, Prunus Mume Fruit Extract, Whey Protein\Lactis Protein\Proteine Du Petit-Lait, Gelidium Cartilagineum Extract, Glycerin, Coenzyme A, Micrococcus Lysate, Laminaria Digitata Extract, Rosma rinus Officinalis (Rosemary) Extract, Laminaria Ochroleuca Extract, Punica Granatum (Pomegranate) Fruit Juice, Sorbitol, Corallina Officinalis Extract, Molasses Extract\Saccharum Officinarum\Extrait De Melasse, Glycine Soja (Soybean) Seed Extract, Tourmaline, Caffeine, Linolenic Acid, Hydrogenated Lecithin, Gold, Hydrolyzed Wheat Protein, Glycosaminoglycans, Palmitoyl Oligopeptide, Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer, Bifida Ferment Lysate, Alcaligenes Polysaccharides, Butylene Glycol, Tetraacetylphytosphingosine, Dipotassium Glycyrrhizate, Lecithin, Acetyl Glucosamine, Sodium Hyaluronate, Laureth-23, Acetyl Hexapeptide-8, Linoleic Acid, Dipalmitoyl Hydroxyproline, Propylene Glycol Diethylhexanoate, Yeast Extract\Faex\Extrait De Levure, Caprylic/Capric Triglyceride, Laureth-4, Tocopheryl Acetate, Diethylhexyl Syringylidenemalonate, Pentylene Glycol, Peg-8, Potassium Sorbate, Yeast Polysaccharides, Hydroxypropyl Cyclodextrin, Nordihydroguaiaretic Acid, Cyclodextrin, Maltodextrin, Sucrose, Glyceryl Polymethacrylate, Fragrance (Parfum), Polymethylsilsesquioxane, Silica, Ethylbisiminomethylguaiacol Manganese Chloride, Disodium Edta, Phenoxyethanol, Linalool, Hydroxycitronellal, Citronellol, Geraniol, Limonene, Green 5 (Ci 61570).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",$250.00 
BELIF,Face Masks,"-Napiers Aqua formula: Ultra-hydrating formula boosts hyaluronic acid.
-Lady's Mantle: Moisturizing herb used since medieval times by European women to keep their complexion smooth and youthful.
-Scottish Heather: Soothing herb known for its anti-inflamma",$34.00 
YOUTH TO THE PEOPLE,Face Masks,"Water, Kaolin, Organic Glycerin, Organic Brassica Oleracea (Kale) Leaf Extract, Organic Spinacia Oleracea (Spinach) Leaf Extract, Organic Camellia Sinensis (Green Tea) Leaf Extract, Organic Chamomilla Recutita (Matricaria) Flower Extract, Organic Medicago Sativa (Alfalfa) Extract, Organic Aloe Barbadensis (Aloe) Leaf Extract, Organic Spirulina Platensis (Spirulina) Extract, Plankton Extract, Helianthus Annuus (Sunflower) Seed Oil, Stearic Acid, Glyceryl Stearate, Tocopheryl Acetate (Vitamin E), Ascorbic Acid (Vitamin C), Panthenol (Vitamin B5), Sodium Hyaluronate Crosspolymer, Algae Extract, Chlorophyll, Sodium Citrate, Sodium Ascorbate, Lecithin, Natural Fragrance, Pentylene Glycol, Ethylhexylglycerin, Phenoxyethanol, Potassium Sorbate.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$44.00 
ORIGINS,Face Masks,"-Cannabis Sativa Seed Oil: Nourishes with essential omega-6 and omega-3 acids, and addresses skin concerns like dryness and redness.

Water, Butylene Glycol, Prunus Armeniaca (Apricot) Kernel Oil, Cannabis Sativa (Hemp) Seed Oil*, Sucrose*, Carthamus Tinc",$28.00 
SEPHORA COLLECTION,Face Masks,"-Plant Charcoal Extract: Absorbs minerals, toxins, impurities, and other harmful substances, leaving you with skin that looks and feels clean and detoxified.

Water, Glycerin, Hydroxyethyl Urea, Alcohol Denat, 1,2-Hexanediol, Phenoxyethanol, Butylene Glyc",$6.00 
PETER THOMAS ROTH,Face Masks,"-Five Rose Plant Stem Cells: Help firm, tone, brighten, strengthen, and diminish the look of fine lines and wrinkles.
-Four Rose Extracts: Help hydrate, balance, and provide antioxidant benefits.
-Aloe Vera: Helps calm and hydrate the appearance of skin.
",$55.00 
GLAMGLOW,Face Masks,"Water, Glycerin, Methyl Perfluorobutyl Ether, Acrylates Copolymer, Cocamidopropyl Betaine, Disodium Cocoamphodiacetate, Lauryl Glucoside, Retinyl Palmitate, Allantoin, Arginine, Camellia Sinensis Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil, Ascorbyl Glucoside, Ethylhexylglycerin, Ceramide Np, Sodium Pca, Sodium Chloride, Saccharide Isomerate, Polyquaternium-10, Potassium Cocoyl Glycinate, Potassium Cocoate, Hexylene Glycol, Butylene Glycol, Citric Acid, Hydroxyethyl Urea, Citrus Limon (Lemon) Peel Oil, Limonene, Citral, Sodium Citrate, Disodium Edta, Phenoxyethanol",$9.00 
TATA HARPER,Face Masks,"-Natural BHA from White Willow Bark Extract: Provides chemical exfoliation that cleans, clears, and minimizes the look of pores.
-Pomegranate Enzymes: Sloughs off dead skin cells and smooths uneven skin texture.
-Pink Clay: Gently absorbs oil and buildup ",$65.00 
KORA ORGANICS,Face Masks,"-Turmeric: Visibly brightens and evens skin tone, reduces the look of pigmentation, calms redness, and diminishes the visible signs of aging while protecting against environmental stressors.
-Papaya Enzymes: Gently exfoliate dead skin cells and diminish t",$48.00 
DR. JART+,Face Masks,"-Aquaxyl: Derived from plant glucose; replenishes and protects vital moisture in your skin.
-Xylitol: Hydrates and strengthens skin barrier by preventing water loss.
-Oligo-hyaluronic Acid: Supports long-lasting moisturization.
-Algae Extract: Supports na",$6.00 
WISHFUL,Face Masks,"-Hollyhock Rose Extract: Visibly softens and soothes the skin.
-Sodium Hyaluronate: Aids in hydration, resulting in plumper-, healthier-looking skin.
-Aloe Vera: Helps to cool and soothe the skin.

Water/Aqua/Eau, Glycerin, Methylpropanediol, Dipropylene ",$9.00 
FARMACY,Face Masks,"-Coconut Water: Provides natural moisture to help skin hydrate for a fresher, more radiant, healthy looking glow.
-Purple Broccoli Extract: Clarifies skin by providing antioxidants, chlorophyll, vitamins, and minerals.
-Plant-Based Collagen: Helps promote",$6.00 
FRESH,Face Masks,"-Proprietary Complex of Vitamins C, E, and B5; Lemon and Orange Fruit Extracts; and Revitalizing Minerals: Helps promote a glowing complexion.
-Concentrated Citrus Fruit Paste of Crushed Oranges, Lemons, and Clementines with AHA Fruit Acids: Helps to gent",$62.00 
LA MER,Face Masks,"Declustered Water (-)\Aqua\Eau De-Structuree (-) , Declustered Water (+)\Aqua\Eau De-Structuree (+) , Methyl Gluceth-20 , Peg-75 , Butylene Glycol , Glycerin , Bis-Peg-18 Methyl Ether Dimethyl Silane , Algae (Seaweed) Extract , Sesamum Indicum (Sesame) Seed Oil , Medicago Sativa (Alfalfa) Seed Powder , Helianthus Annuus (Sunflower) Seedcake , Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal , Eucalyptus Globulus (Eucalyptus) Leaf Oil , Sodium Gluconate , Copper Gluconate , Calcium Gluconate , Magnesium Gluconate , Zinc Gluconate , Tocopheryl Succinate , Niacin , Sesamum Indicum (Sesame) Seed Powder , Ascophyllum Nodosum Extract , Corallina Officinalis Extract , Laminaria Saccharina Extract , Chlorella Vulgaris Extract , Laminaria Digitata Extract , Palmaria Palmata Extract , Pyrus Malus (Apple) Fruit Extract , Hordeum Vulgare (Barley) Extract\Extrait D'Orge , Triticum Vulgare (Wheat) Germ Extract , Morus Nigra (Mulberry) Root Extract , Scutellaria Baicalensis Root Extract , Vitis Vinifera (Grape) Seed Extract , Rosmarinus Officinalis (Rosemary) Leaf Extract , Saccharomyces Lysate Extract , Citrus Reticulata (Tangerine) Peel Extract , Asparagopsis Armata Extract , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Punica Granatum (Pomegranate) Fruit Juice , Citrullus Vulgaris (Watermelon) Fruit Extract , Vitis Vinifera (Grape) Fruit Extract , Tourmaline , Linolenic Acid , Lens Esculenta (Lentil) Fruit Extract , Polygonum Cuspidatum Root Extract , Oleth-5 , Glycereth-26 , Citrus Aurantifolia (Lime) Peel Extract , Squalane , Humulus Lupulus (Hops) Extract , Yeast Extract\Faex\Extrait De Levure , Acetyl Hexapeptide-8 , Tocopheryl Acetate , Caffeine , Hydrolyzed Rice Extract , Acetyl Glucosamine , Yeast Polysaccharides , Hydrolyzed Jojoba Esters , Sodium Rna , Oleth-10 Phosphate , Camelina Sativa Seed Oil , Bifida Ferment Lysate , Sodium Hyaluronate , Sodium Pca , Tetraacetylphytosphingosine , Micrococcus Lysate , Sucrose , Carbomer , Caprylyl Glycol , Sorbitol , Dipotassium Glycyrrhizate , Tetrahexyldecyl Ascorbate , Sodium Hydroxide , Magnesium Ascorbyl Phosphate , Sodium Lactate , Xanthan Gum , Choleth-24 , Linoleic Acid , Hexylene Glycol , Ceteth-24 , Lecithin , Hydrogenated Lecithin , Ethylbisiminomethylguaiacol Manganese Chloride , Nordihydroguaiaretic Acid , Alcohol Denat. , Fragrance (Parfum) , Disodium Edta , Bht , Hydroxycitronellal , Limonene , Linalool , Geraniol , Citronellol , Benzyl Salicylate , Benzyl Benzoate , Phenoxyethanol.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",$250.00 
