Name,Type,Ingredients,Price
SULWHASOO,Treatments,"-JAUM Balancing Complex™: A powerhouse herbal blend that replenishes essential moisture and nutrients for smooth, hydrated, and well-balanced skin.

Water / Aqua / Eau, Butylene Glycol, Alcohol, Glycerin, Betaine, Peg/Ppg-17/6 Copolymer, Glyceryl Polyme",$84.00 
PETER THOMAS ROTH,Treatments,"-Granactive Retinoid 10%: Helps visibly improve the look of fine lines and wrinkles.
-Hexapeptide Complex 5%: A collagen-supporting peptide that works synergistically with Granactive Retinoid to help reduce the look of fine lines and wrinkles.
-Squalane a",$110.00 
MARIO BADESCU,Treatments,#NAME?,$45.00 
BRIOGEO,Treatments,"-100% Organic Melaleuca Alternifolia (Tea Tree) Leaf Oil: Helps calm blemoshes and soothes dry, itchy, and irritated scalp and skin.

100% Organic Melaleuca Alternifolia (Tea Tree) Leaf Oil.

Clean at Sephora products are formulated without:
Sulfates—SL",$32.00 
JOSIE MARAN,Treatments,"-100% Pure Argan Oil: Nourishes and protects skin with essential fatty acids, antioxidants, and vitamin E. 
-Purified Water: Plumps and hydrates skin.

Water** (and) Argania Spinosa (Argan) Kernel Oil* (and) Propanediol** (and) Glyceryl Caprylate** (and) ",$56.00 
DR. JART+,Treatments,"-Centella Asiatica Complex: Comforts and supports sensitized skin.
-Herbs Complex and Minerals Solution: Strengthen skin and relieve stresses.
-Green Energy Complex: Nurtures and protects skin.

Cyclopentasiloxane, Centella Asiatica Extract, Isononyl Ison",$46.00 
ESTÉE LAUDER,Treatments,"-Vitamin C: Visibly brightens and helps promote a youthful appearance.
-Ferment²: Works to help reduce the appearance of dark spots and improve clarity for glowing skin.

Water\Aqua\Eau, Butylene Glycol, Glycerin, Glycereth-26, Isononyl Isononanoate, Dim",$78.00 
DR. DENNIS GROSS SKINCARE,Treatments,"-Agarikon Mushroom Extract: Helps reduce shine without drying skin and firms skin making pores appear smaller and tighter.
-Adipic Acid: Smooths the look of skin by filling in the appearance of fine lines, wrinkles, and pores.
-Salicylic Acid + Farnesol: ",$65.00 
DR. DENNIS GROSS SKINCARE,Treatments,"-Ferulic Acid: Enhances properties of other vitamins for healthy skin and offers antioxidant protection.
-Retinol: Helps smooth wrinkles and lines while increasing moisture and the appearance of elasticity.
-Bisabolol (derived from chamomile): Soothes.
-R",$88.00 
TATCHA,Treatments,"-Japanese Lemon Balm: Reduces the appearance of lines, creases, and crepiness from dehydration and helps minimize UV damage that can cause these signs of aging.
-80% PurifIed Squalane: Richly moisturizes and supports natural skin barrier function to help ",$48.00 
KATE SOMERVILLE,Treatments,"-10 Percent Triple Acid Blend (Glycolic, Malic, and Lactic Acids): Exfoliates dead skin, smooths away surface dullness, and hydrates for a brighter, more even-looking complexion.
-Phytic Acid with Pumpkin, Papaya, and Pineapple Enzymes: Help enhance skin ",$58.00 
DR. DENNIS GROSS SKINCARE,Treatments,"-Ferulic Acid (Plant-based Antioxidant): Enhances properties of other vitamins for healthy skin and offers sun damage protection.
-Retinol: Helps smooth the appearance of wrinkles and lines while hydrating.
-Niacinamide (Vitamin B3): Supports the skin bar",$88.00 
DR. DENNIS GROSS SKINCARE,Treatments,"-Hyaluronic Chronospheres: Provide time-released hydration.
-Watermelon Extract: Helps to fight free radical damage.
-Centella Asiatica: Provides antiaging and healing benefits; supports natural collagen.

Oenothera Biennis (Evening Primrose) Flower/Leaf/",$68.00 
KATE SOMERVILLE,Treatments,"-Five Percent Benzoyl Peroxide: Helps diminish the look of blemishes.
-Advanced Liposomes: Help protect skin from environmental aggressors, alleviate dryness, and prevent excess water loss.
-Argan, Saw Palmetto, and Sesame Seed Extracts: Absorb excess oil",$42.00 
OBAGI CLINICAL,Treatments,"-Arbutin: Nature-identical skin brightening agent.
-10 % L-Ascorbic Acid: Antioxidant that helps address uneven skin tone, wrinkles, loss of firmness, and dullness.

Water, Propylene Glycol, Alcohol Denat, Dipropylene Glycol, L-Ascorbic Acid, Arbutin, Pro",$90.00 
DR. BARBARA STURM,Treatments,"-Purslane: A strong antioxidant that stimulates the body and supports skin health and rejuvenation.
-Skullcap: An antioxidative herb compound that strengthens the skin barrier function to protect against free radicals.
-Hyaluronic Acid: Long and short cha",$350.00 
THE ORDINARY,Treatments,"Water, Propanediol, Betaine, Sodium PCA, Panthenol, Sodium Lactate, Arginine, PCA, Aspartic Acid, Glycine, Alanine, Serine, Threonine, Valine, Proline, Isoleucine, Lysine HCl, Histidine, Phenylalanine, Glutamic Acid, Citric Acid, Dimethyl Isosorbide, Polysorbate 20, Trisodium Ethylenediamine Disuccinate, 1,2-Hexanediol, Caprylyl Glycol.",$6.80 
KORA ORGANICS,Treatments,"-Vitamin C Superfruit Complex (Kakadu Plum, Acerola Cherry, Orange Peel, Lemon Peel, Noni, and Ascorbyl Glucoside): Boosts skin’s protection against the damaging effects of free radicals; evens skin tone by reducing the appearance of hyperpigmentation a",$68.00 
IT COSMETICS,Treatments,"-Tea Tree: Helps treat blemishes and acne-prone skin.
-Colloidal Oatmeal: Moisturizes, softens, and smooths your skin; excellent for sensitive skin types.
-Sulfur: Helps reduce blemish-causing bacteria, dry excess oil, exfoliate, and unclog pores for the ",$32.00 
LORD JONES,Treatments,"-Broad-spectrum CBD: A restorative, soothing adaptogen for all day, every day.
-Grape Seed Oil: Rich in antioxidant vitamin E and moisturizing fatty acids to combat free radical damage.

Clean at Sephora products are formulated without:
Sulfates—SLS + S",$100.00 
DR. BRANDT SKINCARE,Treatments,"-10% Azelaic Acid Derivative: Water soluble and more tolerated version of azelaic acid that visibly brightens skin tone.
-3% Tranexamic Acid: Clinical-grade acid, widely used in dermatology to prevent discoloration.
-2% Phytic Acid: A resurfacing ingredie",$68.00 
LANCÔME,Treatments,"Water, Cyclohexasiloxane, Glycerin, Alcohol Denat., Sodium Tetrahydrojasmonate, Polysilicone-11, Octyldodecanol, Hdi/Trimethylol Hexyllactone Crosspolymer, Dipropylene Glycol, Bis-Peg/Ppg-16/16 Peg/Ppg-16/16 Dimethicone, Ci 77891 / Titanium Dioxide, Mica, Secale Cereale Extract / Rye Seed Extract, Sodium Hyaluronate, Hydroxyethylcellulose, Phenoxyethanol, Adenosine, Poloxamer 338, Ammonium Polyacryldimethyltauramide / Ammonium Polyacryloyldimethyl Taurate, Dimethicone, Dimethiconol, Pentylene Glycol, Caprylic/Capric Triglyceride, Disodium Edta, Methyldihydrojasmonate, Citronellol, Inulin Lauryl Carbamate, Fragrance.",$116.00 
SHANI DARDEN SKIN CARE,Treatments,"-Retinyl Palmitate (Mild Retinoid) 5%: Helps support natural collagen and reduce the appearance of fine lines and wrinkles, dark spots, acne scars, and uneven texture.
- Lactic Acid 7%: Gently exfoliates for smoother, brighter skin.
-Aloe Vera: Soothes sk",$88.00 
TATA HARPER,Treatments,"-AHA Superfruit Blend: Provides natural sources of lactic acid, glycolic acid, citric acid, malic acid, and tartaric acid to exfoliate and get rid of dead skin cells that hide your glow.
-BHA from White Willow Bark and Meadowsweet: Help clear clogged pore",$88.00 
INNISFREE,Treatments,"-Jeju Green Tea Extract: Replenishes hydration.
-Jeju Green Tea Seed Oil: Nurtures and helps skin retain moisture.
-Panthenol: Helps strengthen skin's moisture barrier.

Water / Aqua / Eau, Propanediol, Alcohol, Glycerin, Betaine, 1,2-Hexanediol, Sacchari",$27.00 
THE ORDINARY,Treatments,"Propanediol, Ethyl Ascorbic Acid.",$18.00 
PROACTIV,Treatments,"Renewing Cleanser:
Water, Magnesium Aluminum Silicate, Glyceryl Stearate, Peg-100 Stearate, Sorbitol, Dimethyl Isosorbide, Disodium Peg-12 Dimethicone Sulfosuccinate, Tridecyl Stearate, Neopentyl Glycol Dicaprylate/Dicaprate, Polyethylene, Cetyl Esters, Anthemis Nobilis Flower Extract, Sodium Hyaluronate, Sodium Pca, Xanthan Gum, Tridecyl Trimellitate, Propylene Glycol, Imidazolidinyl Urea, Methylparaben, Propylparaben, Fragrance.

Revitalizing Toner:
Water, Glycolic Acid, Sodium Hydroxide, Polysorbate 20, Hamamelis Virginiana (Witch Hazel) Extract, Anthemis Nobilis Flower Extract, Rosa Canina Fruit Extract, Aloe Barbadensis Leaf Juice, Sodium Pca, Panthenol, Glycerin, Propylene Glycol, Allantoin, Hydroxyethylcellulose, Benzophenone-4, Tetrasodium Edta, Imidazolidinyl Urea, Methylparaben, Propylparaben, Fragrance, Blue 1 (Ci 42090), Yellow 5 (Ci 19140).

Repairing Treatment:
Water, Ethoxydiglycol, Cyclotetrasiloxane, Cyclopentasiloxane, Cetearyl Alcohol, Dimethicone, Glyceryl Stearate, Peg-100 Stearate, Propylene Glycol, Panthenol, Allantoin, Xanthan Gum, Ceteareth-20, Carbomer, Sodium Hydroxide, Diazolidinyl Urea, Methylparaben, Propylparaben, Fragrance.",$80.00 
KIEHL'S SINCE 1851,Treatments,"-Glycerin: Retains moisture for softer feeling skin.

Water, Cyclohexasiloxane, Alcohol Denat.,Glycerin, Butylene Glycol, Dimethicone, Zea Mays/Corn Germ Oil,Panthenol, Triethanolamine, Ascorbyl Glucoside, Glyceryl Linoleate, Phenoxyethanol, Polyperfluoro",$60.00 
KIEHL'S SINCE 1851,Treatments,"-Tamanu Botanical Oil: Helps to reduce the appearance of daily damage as well as replenish and soothe skin. 
-Sunflower Botanical Oil: Helps to strengthen skin’s barrier; also known to improve skin smoothness, texture, and hydration. 
-Ginger Root Essen",$50.00 
DERMALOGICA,Treatments,"Water, Dimethicone, Glycerin, Propanediol, Polymethylsilsesquioxane, Albizia Julibrissin Bark Extract, Dimethicone/PEG-10/15 Crosspolymer, Sodium Chloride, Evodia Rutaecarpa Fruit Extract, Lavandula Hybrida Abrial Herb Oil, Tocopheryl Acetate, Terminalia Ferdinandiana Fruit Extract, Caprylhydroxamic Acid, Trisodium Ethylenediamine Disuccinate, Tamarindus Indica Seed Polysaccharide, Dipropylene Glycol, Lavandula Angustifolia (Lavender) Flower Extract, Ethylhexylglycerin, Fusanus Spicatus Wood Oil, Pogostemon Cablin Leaf Oil, Sodium Citrate, PEG-10 Dimethicone, Hexanediol, Polyurethane Crosspolymer-1, Limonene, Tocopherol, Citric Acid, Linalool, Phenoxyethanol.",$82.00 
MURAD,Treatments,,$65.00 
LA MER,Treatments,"Declustered Water (+)\Aqua\Eau De-Structuree (+), Declustered Water (-)\Aqua\Eau De-Structuree (-), Algae (Seaweed) Extract, Glycerin, Methyl Gluceth-20, Bis-Peg-18 Methyl Ether Dimethyl Silane, Yeast Extract\Faex\Extrait De Levure, Sucrose, Glycereth-26, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Citrus Aurantifolia (Lime) Peel Extract, Glycine Soja (Soybean) Seed Extract, Laminaria Digitata Extract, Palmaria Palmata Extract, Codium Tomentosum Extract, Laminaria Saccharina Extract, Sea Salt\Maris Sal\Sel Marin, Plankton Extract, Caffeine, Polyquaternium-51, Lecithin, Butylene Glycol, Dipotassium Glycyrrhizate, Glycine Soja (Soybean) Protein, Tourmaline, Acetyl Hexapeptide-8, Glycosaminoglycans, Peg-8, Sodium Hyaluronate, Alcaligenes Polysaccharides, Sodium Pca, Urea, Ppg-5-Ceteth-20, Jojoba Wax Peg-120 Esters, Polysorbate 20, Hexylene Glycol, Pentylene Glycol, Potassium Sorbate, Trehalose, Caprylyl Glycol, Hydroxypropyl Cyclodextrin, Fragrance (Parfum), Disodium Edta, Limonene, Geraniol, Linalool, Hydroxycitronellal, Citronellol, Phenoxyethanol.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",$110.00 
MILK MAKEUP,Treatments,"-Watermelon Fruit Extract: Keeps skin hydrated over time.
-Swiss Garden Cress Sprout Extract: Evens the look of skin tone by visibly reducing dark spots.
-Matrixyl: Smooths the appearance of fine lines and skin texture.

Water (Aqua, Eau), Butylene Glycol",$36.00 
MURAD,Treatments,"-Salicylic Acid 1%: Treats and prevents acne.
-Hydroxydecanoic Acid and Sebacic Acid: Help control oil.
-Lysophosphatidic Acid: Reduces the appearance of pores.
-Glycolic Acid: Exfoliates.
-Boswellia, Honey and Rice Extracts: Soothe and calm skin, while c",$44.00 
PETER THOMAS ROTH,Treatments,"-Salicylic Acid 2% (BHA): Over-the-counter level targets blemishes and helps prevent future breakouts.
-Glycolic Acid Complex 10% (AHA): Chemically exfoliates to help reduce the look of fine lines, dullness, and uneven skin tone.
-Aloe Vera: Hydrates and ",$54.00 
THE INKEY LIST,Treatments,"-Alpha Arbutin 2%: One of the most advanced natural ingredients in skincare to help brighten skin tone.
-Squalane 0.5%: Hydrates skin and is 100 percent natural and plant derived.

Water, Butylene Glycol, Propanediol, Glycerin, Alpha-Arbutin, DicaprylylCa",$11.99 
VOLITION BEAUTY,Treatments,"-Snow Mushroom: Hydrates and locks in moisture for long-term retention.
-Watermelon and Apple Extracts: Visibly brighten and plump the look of skin.
-Marine Water: Minimizes the appearance of pores.

Tremella Fuciformis (Mushroom) Extract, Propanediol, Gl",$62.00 
SKINFIX,Treatments,"-Triple Lipid Complex: Helps to restore skin’s natural lipids and fatty acids for glowing, smooth, healthy-looking skin.
-Seaweed Hyaluronate Blend: Pulls moisture into the skin to create a smooth appearance.
-Peony Root Complex: Helps enhance radiance.",$50.00 
CLINIQUE,Treatments,"-Alpha Hydroxy Acids: Cleans away dead skin cells and rough patches to reveal fresher-, smoother-, and brighter-looking skin.

Active Cartridge Concentrate for Pores & Uneven Texture:
Water, Butylene Glycol, Sodium Hydroxide, Glycolic Acid, Lactic Acid, P",$39.00 
GUERLAIN,Treatments,"-Guerlain Exclusive Royal Jelly: Royal Jelly is the most precious substance to be produced by bees. It is reserved exclusively for queen bees and offers regal nourishment for the skin as well. Inspired from bees and sourced sustainably, this ingredient is",$215.00 
THE INKEY LIST,Treatments,"-Niacinamide 10% : Helps control excess oil and works to reduce blemishes and tackle redness.
-Multi Molecular Hyaluronic Acid 1%: Helps to hydrate and plump skin by acting as a moisture binding ingredient for maximum hydration.

Water (Aqua), Niacinamide",$6.99 
HERBIVORE,Treatments,"-AHA Blend 12% (Includes Bilberry Lactic Acid, Sugar Glycolic, and Malic Acids): Naturally derived AHAs to gently and effectively exfoliate, reducing the appearance of hyperpigmentation, and visibly improving skin tone and texture.
-BHA 3%: Naturally deri",$54.00 
DIOR,Treatments,"Aqua (Water), Dipropylene Glycol, Glycerin, Glycolic Acid, 3-O-Ethyl Ascorbic Acid, Ppg-26-Buteth-26, Tromethamine, Phenoxyethanol, Parfum (Fragrance), Peg-40 Hydrogenated Castor Oil, Sodium Citrate, Tetrasodium Edta, Terminalia Ferdinandiana Fruit Extract, Xanthan Gum, Adenosine, Sodium Tocopheryl Phosphate, Sodium Metabisulfite, Ci 15985 (Yellow 6), Iris Florentina Root Extract, Bht, Tocopherol.",$95.00 
PETER THOMAS ROTH,Treatments,"-73% Peptide and Neuropeptide Complex: Helps to visibly reduce the look of fine lines and wrinkles.
-Asian Natto Gum: Helps improve the look of elasticity, radiance, uneven skin tone and texture.
-Squalane: Helps hydrate.

Water, Glycerin, Rosa Centifolia",$125.00 
CAUDALIE,Treatments,"-Vinergy®: Restore skin cell’s energy and boost The Cream’s efficiency.
-Grape Seed Polyphenols: Protect with antioxidants.
-Vine Resveratrol and Micro Hyaluronic Acids: Visibly firm and plump.
-White Peony: Brighten dark spots and enhance radiance.
",$150.00 
DR. BARBARA STURM,Treatments,"-Hyaluronic Acid: For intense, long-term hydration with a plumping effect, reducing the formation of wrinkles; leaves the skin looking refreshed and radiant.
-Exopolysaccharide: Strengthens the skin’s defense against pollution and targets signs of atmos",$145.00 
DERMALOGICA,Treatments,"-Salicylic Acid: Stimulates natural exfoliation to help clear clogged follicles.
-Niacinamide and Hexylresorcinol: Fade post-breakout marks while improving uneven skin tone.
-AGE Bright™ Complex: Promotes brighter, more even skin tone and prevents over-",$45.00 
ORIGINS,Treatments,"-Saw Palmetto: Helps control oil, reduce shine, and prevent breakouts.

Water, Alcohol Denat., Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Salicylic Acid, Hamamelis Virginiana (Witch Hazel), Eugenia Caryophyllus (Clove) Bud Oil*, Origanum Heracleoticum ",$19.00 
THE INKEY LIST,Treatments,"-Polyglutamic Acid Complex 3%: A naturally occuring super hydrator that enhances skin moisturization.

Water, Dimethicone, Butylene Glycol, Bis-PEG-12 Dimethicone, Glycerin, Polymethylsilsesquioxane, Polysilicone-11, Phenoxyethanol, Polyglutamic Acid, Sod",$14.99 
PROACTIV,Treatments,"Renewing Cleanser:
Water, Magnesium Aluminum Silicate, Glyceryl Stearate, Peg-100 Stearate, Sorbitol, Dimethyl Isosorbide, Disodium Peg-12 Dimethicone Sulfosuccinate, Tridecyl Stearate, Neopentyl Glycol Dicaprylate/Dicaprate, Polyethylene, Cetyl Esters, Anthemis Nobilis Flower Extract, Sodium Hyaluronate, Sodium Pca, Xanthan Gum, Tridecyl Trimellitate, Propylene Glycol, Imidazolidinyl Urea, Methylparaben, Propylparaben, Fragrance.

Revitalizing Toner:
Water, Glycolic Acid, Sodium Hydroxide, Polysorbate 20, Hamamelis Virginiana (Witch Hazel) Extract, Anthemis Nobilis Flower Extract, Rosa Canina Fruit Extract, Aloe Barbadensis Leaf Juice, Sodium Pca, Panthenol, Glycerin, Propylene Glycol, Allantoin, Hydroxyethylcellulose, Benzophenone-4, Tetrasodium Edta, Imidazolidinyl Urea, Methylparaben, Propylparaben, Fragrance, Blue 1 (Ci 42090), Yellow 5 (Ci 19140).

Repairing Treatment:
Water, Ethoxydiglycol, Cyclotetrasiloxane, Cyclopentasiloxane, Cetearyl Alcohol, Dimethicone, Glyceryl Stearate, Peg-100 Stearate, Propylene Glycol, Panthenol, Allantoin, Xanthan Gum, Ceteareth-20, Carbomer, Sodium Hydroxide, Diazolidinyl Urea, Methylparaben, Propylparaben, Fragrance.",$35.00 
THE INKEY LIST,Treatments,"-Multi Ceramide Complex 3%: Helps to protect and rehydrate skin by forming a protective layer that prevents moisture loss.
-Multi Molecular Hyaluronic Acid 2.5%: Helps to hydrate and plump skin by acting as a moisture binding ingredient for maximum hydrat",$14.99 
PERRICONE MD,Treatments,,$60.00 
SOBEL SKIN RX,Treatments,"-Retinol: Helps reduce the look of fine lines and wrinkles.
-Peptides: Supports natural collagen to firms and tighten the appearance of skin.
-Chamomile Extract: Calms and soothes.

Purified Water, Retinol, Dimethyl Isosorbide, Hydroxypinacolone Retinoate",$105.00 
PETER THOMAS ROTH,Treatments,"-Lactic Acid Complex 30%: Helps purify and reduce the look of enlarged pores for a more refined appearance.
-Witch Hazel: A natural astringent that works to clarify and remove excess oil, dirt, and the look of impurities.
-Glycerin 5%: Helps combat any po",$88.00 
DR. BARBARA STURM,Treatments,"-Polygonum Bistorta Root: Potent anti-aging ingredient, evens out skin tone.
-Wild Rose Extract: Refines the appearance of pores.
-Purslane: A strong antioxidant with high levels of vitamins A, C, E, and omega-3 fatty acids, supports skin health and reduc",$145.00 
FARSÁLI,Treatments,"-French Pink Clay: Absorbs oil and mattifies skin without the use of talc or silicones.
-Witch Hazel Tonic: Firms and tones the skin’s appearance while tightening the look of large pores; it also helps soothe.
-Potassium Azeloyl Diglycinate: Helps to ev",$54.00 
THE ORDINARY,Treatments,"Squalane, Caprylic/Capric Triglyceride, Simmondsia Chinensis (Jojoba) Seed Oil, Retinol, Solanum Lycopersicum (Tomato) Fruit Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Hydroxymethoxyphenyl Decanone, BHT.",$5.30 
FIRST AID BEAUTY,Treatments,"-AHA Blend: Helps skin appear brighter and improves the look of skin’s texture.
-Licorice Root, Mulberry Root, and Lemon Peel Extracts: Brighten the appearanceof skin.
-Skin Saver Complex: Helps soothe, nurture, and support the skin.

Water/Aqua/Eau, Po",$55.00 
FLORA + BAST,Treatments,"-Phyto-Cannabinoid Rich Cannabis Oil
-CBD-rich Cannabis Oil
-Full-Spectrum Cannabis Oil

Caprilic/Capric/Lauric Triglycerides, Cannabis Sativa Seed Oil, Cannabis Sativa Oil.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Paraben",$77.00 
LA MER,Treatments,"Declustered Water (-)\Aqua\Eau De-Structuree (-), Declustered Water (+)\Aqua\Eau De-Structuree (+), Butylene Glycol, Glycerin, Algae (Seaweed) Extract, Bis-Peg-12 Dimethicone, Hydrogenated Lecithin, Caprylic/Capric Triglyceride, Sucrose, Limnanthes Alba (Meadowfoam) Seed Oil, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Citrus Aurantifolia (Lime) Peel Extract, Commiphora Mukul Resin Extract, Codium Tomentosum Extract, Polygonum Cuspidatum Root Extract, Vitis Vinifera (Grape) Seed Extract, Humulus Lupulus (Hops) Extract, Citrus Reticulata (Tangerine) Peel Extract, Asparagopsis Armata Extract, Salicornia Herbacea Extract, Alcaligenes Polysaccharides, Glucose, Porphyridium Cruentum Extract, Sigesbeckia Orientalis (St. Paul's Wort) Extract, Squalane, Cholesterol, Caffeine, Undaria Pinnatifida Extract, Ascophyllum Nodosum Extract, Laminaria Digitata Extract, Sea Salt\Maris Sal\Sel Marin, Castanea Sativa (Chestnut) Seed Extract, Plankton Extract, Glycine Soja (Soybean) Seed Extract, Acetyl Hexapeptide-8, Trehalose, Lactoperoxidase, Dimethicone, Lecithin, Dipotassium Glycyrrhizate, Glycine Soja (Soybean) Protein, Rosmarinus Officinalis (Rosemary) Leaf Extract, Punica Granatum (Pomegranate) Fruit Juice, Glucose Oxidase, Linolenic Acid, Hydrolyzed Rice Extract, Laminaria Saccharina Extract, Yeast Extract\Faex\Extrait De Levure, Acetyl Glucosamine, Bisabolol, Glycosaminoglycans, Ethylhexylglycerin, Sodium Pca, Tourmaline, Linoleic Acid, Sorbitol, Urea, Tocopheryl Acetate, Pentylene Glycol, Sodium Hyaluronate, Polyquaternium-51, Ethylbisiminomethylguaiacol Manganese Chloride, Hydroxypropyl Cyclodextrin, Magnesium Ascorbyl Phosphate, Nordihydroguaiaretic Acid, Sodium Hydroxide, Alcohol Denat., Carbomer, Xanthan Gum, Potassium Sorbate, Fragrance (Parfum), Disodium Edta, Bht, Phenoxyethanol, Amyl Cinnamal, Hexyl Cinnamal, Benzyl Benzoate, Citronellol, Limonene, Coumarin, Linalool, Blue 1 (Ci 42090), Red 4 (Ci 14700).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",$215.00 
PROACTIV,Treatments,"-Adapalene 0.1%: Prescription-strength retinoid for acne treatment.

Deep Cleansing Face Wash:
Water, Cocamidopropyl Betaine, Distearyl Phthalic Acid Amide, Polyethylene, Cetyl Alcohol, Stearyl Alcohol, Jojoba Esters, Ammonium Laureth Sulfate, Camellia Si",$35.00 
CLINIQUE,Treatments,"-Salicylic Acid and Acetyl Glucosamine: Help clear dead skin cells that can contribute to clogged pores.
-Lamincaria Sacharina Extract: Minimizes shine and fights future breakouts.
-Evening Primrose and Caffeine: Comforts and soothes blemish-prone skin.

",$22.00 
DR. JART+,Treatments,"Water, Hydrogenated Polydecene, Caprylic/Capric Triglyceride, Squalane, Carthamus Tinctorius (Safflower) Seed Oil, 1,2-Hexanediol, Glycerin, Cyclopentasiloxane, Steareth-2, Butylene Glycol, Propanediol, Cyclohexasiloxane, Pyrus Malus (Apple)Fruit Water, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Ethylhexylglycerin, Protease, Algin, Salicylic Acid, Polyglutamic Acid, Sodium Hyaluronate, Glutathione, Panthenol, Sea Salt/Sel marin, Propylene Glycol, Lactic Acid, Lactobionic Acid, Ascorbic Acid, Citric Acid, Cocos Nucifera (Coconut) Fruit Extract, Hibiscus Sabdariffa Flower Extract, Malic Acid, Tartaric Acid, Theanine, Crataegus Monogyna Flower Extract, Milk Lipids/Lipides du lait, Potassium Sorbate, Sodium Benzoate, Viola Tricolor Extract.",$42.00 
CAUDALIE,Treatments,"-Stabilized Vitamin C: Brightens, visibly firms, evens skin tone, and fights free radicals with antioxidants.
-Vitamin E: Protects with antioxidants and retains skin’s natural moisture.
-Grape Seed Polyphenols and Spruce Extract: Protect with antioxidan",$52.00 
MURAD,Treatments,"-Witch Hazel: Controls oil and tightens pores.
-Grape Seed Extract and Vitamin E: Protect from free radical damage.
-Algae Extract: Regulates excess sebum production that can clog pores.

Water, Witch Hazel Water, Butylene Glycol, Alcohol Denat., PPG-5-Ce",$26.00 
MURAD,Treatments,"-Hydroquinone: Fades post-acne spots and freckles.
-Willow Bark and Tea Tree Leaf Extracts: Help treat blemishes and soothe inflamed skin.
-AHAs: Exfoliate to restore clarity and tone.

Water, Alcohol Denat., Glycolic Acid, Butylene Glycol, Glycerin, Meth",$68.00 
DR. JART+,Treatments,"Sodium Hyaluronate, Trehalose, Clitoria Ternatea Flower Extract, Niacinamide, Oligopeptide-76, Water, Curcumin, Maltodextrin.",$18.00 
MURAD,Treatments,"-Kombucha Collagen Defense®: Derived from a nutrient-rich Black Tea Ferment and reduces the appearance of fine lines and wrinkles.
-Retinol and Glycolic Acid: Helps to improve skin’s tone and texture.
-Salicylic Acid 0.5%: Acne medicine that penetrates",$55.00 
DR. BRANDT SKINCARE,Treatments,"-Neuropeptides: Deliver skin relaxing ingredients where they are most needed.
-Magnesium and Adenosine: Help soften and reduce the appearance of expression lines and wrinkles over time.

Water/Aqua/Eau, Perfluorohexane, Perfluoroperhydrophenanthrene, Buty",$89.00 
ORIGINS,Treatments,"-Anogeissus: Once traditionally used as a natural wound healer by local tribes in Africa, Anogeissus Tree Bark helps support skin’s natural collagen and fibrillin, which helps keep skin looking smoother.

Water, Butylene Glycol, Dimethicone, Jojoba Este",$62.00 
KIEHL'S SINCE 1851,Treatments,"-Salicylic Acid-1.5%: Refines skin texture and possesses anti-bacterial properties to suppress acne causing bacteria.
-Ginger Root Extract: Provides gingerols that are known to have soothing properties. It also helps to absorb excess oil.
-Frankincense: I",$24.00 
MURAD,Treatments,"-Collagen Support Complex: Supports natural collagen and reduces the appearance of fine lines and wrinkles as it helps the skin absorb and retain water.
-Winged Kelp: Supports natural collagen and elastin, improves hydration levels, and increases skin sup",$78.00 
DR. DENNIS GROSS SKINCARE,Treatments,"-L-ascorbic Acid: Protects skin against free radicals, repairs skin cells, and firms the look of skin.
-Lactic Acid: Supports natural cell turnover and cell renewal.
-Kojic Acid: Effectively targets dark spots and hyperpigmentation.

Water/Aqua/Eau, Ethox",$92.00 
COOLA,Treatments,"-Dihydroxyacetone: Derived from sugar beet, this DHA is an Eco-Cert-approved, natural-tanning ingredient.
-Centella Asiatica Meristem Cell Culture: Derived from the Gotu Kola plant, it helps nurture skin and reduce the look of of skin aging.
-Hyaluronic A",$54.00 
DERMALOGICA,Treatments,"-Vitamin C: Reduces the appearance of fine lines and wrinkles.
-Lactic Acid: Hydrates and exfoliates.
-Vitamin C Complex: Firms and brightens the appearance of skin.

Water, Glycerin, Butylene Glycol, Ethoxydiglycol, Lactic Acid, Salvia Hispanica (Chia) S",$89.00 
