Name,Type,Ingredients,Price
PETER THOMAS ROTH,Cleansers,"-Glycolic Acid (AHA) 1%: Exfoliates surface dead skin cells and supports natural cell turnover.
-Salicylic Acid (BHA) 1%: Helps to absorb sebum within the pores and prevents future breakouts.
-Panthenol (Pro Vitamin B5): Moisturizes, nourishes, and clarif",$39.00 
LA MER,Cleansers,"Declustered Water (+)\Aqua\Eau De-Structuree (+), Myristic Acid, Glycerin, Behenic Acid, Palmitic Acid, Sodium Methyl Cocoyl Taurate, Potassium Hydroxide, Lauric Acid, Stearic Acid, Algae (Seaweed) Extract, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Quartz Powder, Nephrite Powder, Pearl Powder, Caffeine, Sea Salt\Maris Sal\Sel Marin, Humic Acids, Sodium Hyaluronate, Sucrose, Tourmaline, Macrocystis Pyrifera (Kelp) Protein, Polyquaternium-51, Aloe Barbadensis Leaf Water, Trehalose, Cellulose, Butylene Glycol, Sodium Coco Pg-Dimonium Chloride Phosphate, Sodium Bicarbonate, Sodium Pca, Peg-3 Distearate, Urea, Fragrance (Parfum), Disodium Edta, Linalool, Limonene, Phenoxyethanol, Methylchloroisothiazolinone, Methylisothiazolinone, Yellow 5 (Ci 19140), Yellow 6 (Ci 15985), Blue 1 (Ci 42090), Green 5 (Ci 61570).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",$95.00 
DERMALOGICA,Cleansers,"-Vitamin E: Nourishes and protects skin from damage.
-Rice Bran: Gently exfoliates.
-Rosemary: Protects skin from damage.

Caprylic/Capric Triglycerides, Prunus Armeniaca (Apricot) Kernel Oil, PEG-40 Sorbitan Peroleate, Helianthus Annuus (Sunflower) Seed ",$45.00 
DR. BRANDT SKINCARE,Cleansers,,$79.00 
SEPHORA COLLECTION,Cleansers,#NAME?,$10.00 
SEPHORA COLLECTION,Cleansers,,$11.00 
DR. DENNIS GROSS SKINCARE,Cleansers,"-Willow Bark Extract: Gently exfoliates and clears pores (contains salicylic acid).
-Farnesol: Helps prevent breakouts by preventing the growth of bacteria on the skin.
-Barosma Betulina Leaf Extract: Works to reduce and refine pores by balancing oil prod",$38.00 
MAKEUP ERASER,Cleansers,,$20.00 
MURAD,Cleansers,#NAME?,$40.00 
SUMMER FRIDAYS,Cleansers,"-11 Amino Acids: Summer Fridays' 11 amino acids were custom-selected for their unique powers to replenish, protect, and support skin elasticity.
-Maris Sal: Like a restorative dip in the ocean, this atomized seawater infuses skin with natural minerals to ",$38.00 
CLARINS,Cleansers,#NAME?,$26.00 
JOSIE MARAN,Cleansers,"-Pineapple Enzymes: Naturally enhance exfoliation without over drying to help clear congestion and reduce the look of enlarged pores.
-Marshmallow Root: Helps to soften and restore skin’s balance to prevent stripping during cleansing.
-100% Pure Argan O",$28.00 
CAUDALIE,Cleansers,"-Sweet Almond Oil: Softens, strengthens, and soothes.
-Grape Seed Oil: Repairs and nourishes with antioxidants.
-Lineolic Acid (Omega 6): Improves the control of skin hydration.
-Sunflower Oil: Dissolves makeup easily.
-Castor Oil: Aids in lash growth.

H",$28.00 
SEPHORA COLLECTION,Cleansers,,$8.00 
IT COSMETICS,Cleansers,#NAME?,$28.00 
SATURDAY SKIN,Cleansers,#NAME?,$30.00 
FRESH,Cleansers,#NAME?,$40.00 
KATE SOMERVILLE,Cleansers,#NAME?,$38.00 
LANCÔME,Cleansers,"Aqua/Water, Butylene Glycol, Glycerin, Cyclopentasiloxane, Phenoxyethanol, Isopropyl Palmitate, Peg-60 Hydrogenated Castor Oil, Triethanolamine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Methylparaben, Mel/Honey, Mannitol, Parfum/Fragrance, Tocopheryl Acetate, Propylparaben, Sodium Hyaluronate, Cyclodextrin, Prunus Amygdalus Dulcis Protein/Sweet Almond Protein, Hexyl Cinnamal, Faex/Yeast Extract, Alpha-Isomethyl Ionone, Disodium Succinate, Ci 14700/Red 4.",$31.00 
TATA HARPER,Cleansers,"-Apricot Microspheres: Provides exfoliation to smooth texture.
-Natural BHA from White Willow Bark Extract: Cleans and clears the look of pores.
-Olive Oil Liquid Crystal Complex: Moisturizes and softens skin.

Hordeum Vulgare Leaf Juice*, Cetearyl Alcoho",$42.00 
PHILOSOPHY,Cleansers,"Water, Solum Diatomeae/Diatomaceous Earth/Terre De Diatomees, Sodium Cocoyl Apple Amino Acids, Glycerin, Acrylates/Steareth-20 Methacrylate Copolymer, Acrylates Copolymer, Decyl Glucoside, Disodium Cocoamphodiacetate, Phenoxyethanol, Lauryl Glucoside, Lithium Magnesium Sodium Silicate, Polysorbate 20, Hexylene Glycol, Sodium Hydroxide, Citrus Aurantium Dulcis (Orange) Peel Extract, Limonene, Decylene Glycol, Ethylhexylglycerin, Panthenol, Tetrasodium Edta, 1,2-Hexanediol, Ascorbyl Glucoside, Borago Officinalis Seed Oil, Tocopherol, Helianthus Annuus (Sunflower) Seed Oil, Tocotrienols, Triolein, Trilinolein, Magnesium Nitrate, Methylisothiazolinone, Methylchloroisothiazolinone, Magnesium Chloride.",$13.00 
THE INKEY LIST,Cleansers,"-PHA 3%: Improves skin texture by exfoliating dead skin cells and allows other skincare to penetrate deeper into the skin.
-Niacinamide 3%: Helps control excess oil, reduces blemishes, and tackles redness.
-Aloe Barbadensis Leaf Juice: Soothes skin.

Wate",$10.99 
SATURDAY SKIN,Cleansers,#NAME?,$28.00 
ORIGINS,Cleansers,#NAME?,$21.00 
KIEHL'S SINCE 1851,Cleansers,"-Apricot Kernel Oil: Moisturizes and softens skin while helping retain clarity and suppleness.
-Avocado Oil: Helps to restore the natural moisture of the skin.
-Squalane: Supports skin’s natural moisture balance to keep it extra soft and supple.

Water,",$17.00 
CAUDALIE,Cleansers,#NAME?,$35.00 
MILK MAKEUP,Cleansers,"-Desert Milk™: Hydrates and helps skin stay moisturized.
-Fig Milk, Shea Butter, Oat Milk: Vitamin-rich ingredients refresh, soften, and soothe dry skin while also calming and comforting.
-Argan Milk, Grapeseed Oil, Squalane: Help seal in moisture and p",$30.00 
LANCER SKINCARE,Cleansers,#NAME?,$75.00 
CLINIQUE,Cleansers,#NAME?,$22.00 
BIOSSANCE,Cleansers,#NAME?,$29.00 
MURAD,Cleansers,#NAME?,$39.00 
CLINIQUE,Cleansers,"Ethylhexyl Palmitate, Carthamus Tinctorius (Safflower) Seed Oil, Caprylic/Capric Triglyceride, Sorbeth-30 Tetraoleate, Polyethylene, Peg-5 Glyceryl Triisostearate, Water, Tocopherol, Phenoxyethanol.",$30.00 
CLINIQUE,Cleansers,#NAME?,$24.00 
KOPARI,Cleansers,"Cocos Nucifera (Coconut) Oil*.

*Organic",$28.00 
TATA HARPER,Cleansers,#NAME?,$72.00 
KIEHL'S SINCE 1851,Cleansers,#NAME?,$24.00 
GLAMGLOW,Cleansers,#NAME?,$42.00 
BOSCIA,Cleansers,"Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$34.00 
AMOREPACIFIC,Cleansers,"-BioGF1K Complex™: Delivers the most active compounds of red ginseng which can be absorbed by the skin; provides antioxidant protection against free radicals and antiaging benefits which boost elasticity and firmness.
-Amino Acids: Provide gentle moistu",$50.00 
SKINFIX,Cleansers,"-Coconut Cleansers: Help to effectively remove dirt and makeup without stripping skin’s natural lipids.
-Triple Lipid Complex: This patented lipid multiplier helps to support skin from within by replenishing barrier lipids; the bio-identical lipids help",$28.00 
CLINIQUE,Cleansers,"Water , Alcohol Denat. , Salicylic Acid , Hamamelis Virginiana (Witch Hazel) , Butylene Glycol , Glycerin , Trehalose , Sodium Hyaluronate , Citric Acid , Sodium Hydroxide , Disodium Edta , Bht , Phenoxyethanol , Benzophenone-4 , Ext. Violet 2 (Ci 60730) , Red 6 (Ci 15850) , Orange 4 (Ci 15510)",$17.00 
FRESH,Cleansers,"Water, Solum Fullonum (Fuller's Earth), Kaolin, Glycerin, Bam- busa Arundinacea Stem Extract, Butylene Glycol, Olea Europaea (Olive) Seed Powder, Pentylene Glycol, Hydroxyethyl Acrylate/ Sodium Acryloyldimethyl Tau- rate Copolymer, Cocamidopro- pyl Betaine, Vitis Vinifera (Grape) Seed Oil, Olea Euro- paea (Olive) Leaf Extract, San- talum Album (Sandalwood) Oil, Lavandula Angustifolia (Lavender) Flower Water, An- themis Nobilis Flower Oil, Citrus Medica Limonum (Lemon) Fruit Extract, Amyris Balsamifera Bark Oil, Spiraea Ulmaria Extract, Fusanus Spica- tus Wood Oil, Tocopheryl Ac- etate, Citric Acid, Sodium Chlo- ride, Xanthan Gum, Polysor- bate 60, Sorbitan Isostearate, Fragrance, BHT, Phenoxyethanol, Linalool.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$33.00 
MURAD,Cleansers,#NAME?,$40.00 
BIOSSANCE,Cleansers,"-Eight Plant-derived Oils and Extracts: Calm, soften, and deliver nourishing antioxidant-rich oils to the skin.
-100% Plant-Derived Squalane: Weightlessly locks in essential moisture.
-Hemisqualane: Derived from sugarcane, excellent for its gentle, yet ef",$30.00 
TARTE,Cleansers,#NAME?,$39.00 
KIEHL'S SINCE 1851,Cleansers,#NAME?,$41.00 
GLAMGLOW,Cleansers,"Water, Glycerin, Methyl Perfluorobutyl Ether, Acrylates Copolymer, Cocamidopropyl Betaine, Disodium Cocoamphodiacetate, Lauryl Glucoside, Retinyl Palmitate, Allantoin, Arginine, Camellia Sinensis Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil, Ascorbyl Glucoside, Ethylhexylglycerin, Ceramide Np, Sodium Pca, Sodium Chloride, Saccharide Isomerate, Polyquaternium-10, Potassium Cocoyl Glycinate, Potassium Cocoate, Hexylene Glycol, Butylene Glycol, Citric Acid, Hydroxyethyl Urea, Citrus Limon (Lemon) Peel Oil, Limonene, Citral, Sodium Citrate, Disodium Edta, Phenoxyethanol",$9.00 
SEPHORA COLLECTION,Cleansers,,$3.00 
BELIF,Cleansers,"-Honeysuckle: Helps to sooth and calm the skin.
-Baobab: Helps lock in moisture and prevent water loss.
-Sodium Hyaluronate: Helps keeps skin hydrated.

Water, Glycerin, Alcohol Denat., Dipropylene Glycol, 1,2-Hexanediol, Betaine, Panthenol, PEG/PPG/Polyb",$28.00 
ESTÉE LAUDER,Cleansers,"Water, Bifida Ferment Lysate, Peg-75, Propanediol, Butylene Glycol, Betaine, Pentylene Glycol, Lactobacillus Ferment, Acetyl Hexapeptide-8, Acetyl Glucosamine, Trehalose, Caffeine, Sodium Hyaluronate, Anthemis Nobilis (Chamomile), Caprylyl Glycol, Carbomer, Ppg-5-Ceteth-20, Citric Acid, Potassium Sorbate, Sodium Citrate, Tromethamine, Disodium Edta, Phenoxyethanol .",$100.00 
CAUDALIE,Cleansers,"-Organic Grape Water: Moisturizes and decreases sensitivity.
-Organic Chamomile Extract: Provides anti-redness properties and soothes the skin.
-Plant Glycerin: Moisturizes and softens.

Water, Glycerin*, Poloxamer 188, Vitis Vinifera (Grape) Fruit Water*",$14.00 
DERMALOGICA,Cleansers,#NAME?,$39.00 
HERBIVORE,Cleansers,"-Green Tea: Reduces oiliness; packed with antioxidants to repair and protect skin.
-Ginger Root: Calms redness and irritation.
-White Willow Bark: Fights blemishes.
-Aloe Vera: Soothes skin and fights blemishes.

Jasminum Officinale (Jasmine) Flower Water",$39.00 
DR. BARBARA STURM,Cleansers,#NAME?,$70.00 
FIRST AID BEAUTY,Cleansers,#NAME?,$24.00 
SHISEIDO,Cleansers,"-Micro White Powder and White Clay: Remove dirt and excess dead cells on the surface and absorb oxidized sebum for a clear, radiant finish.
-Rice Germ Oil: Softens skin and removes impurities.
-Comforting Scent of Imucalm Compound™: Evokes a sense of re",$36.00 
IT COSMETICS,Cleansers,#NAME?,$34.00 
SEPHORA COLLECTION,Cleansers,,$8.00 
EVE LOM,Cleansers,#NAME?,$80.00 
MAKE UP FOR EVER,Cleansers,"Water, Isododecane, Methylpropanediol, Pentylene Glycol, Acrylates Copolymer, Tromethamine, Butylene Glycol, Glycerin, Caprylyl Glycol, Sodium Dehydroacetate, Disodium Edta, Panthenol, Mel Extract (Honey Extract), Sodium Lauryl Sulfate, Urea, Gossypium Herbaceum (Cotton) Flower Extract, Ci 42090 (Blue 1), Fructose, Glucose, Inositol, Sucrose, Trehalose, Arginine Hcl, Lysine Hcl, Ornithine Hcl, Sodium Lactate, Sodium Citrate.",$25.00 
SHANI DARDEN SKIN CARE,Cleansers,"-Sodium Hyaluronate (Hyaluronic Acid): Helps skin attract and retain moisture, leaving it appearing plumper and smoother.
-Olive and Chicory Leaf Extracts: Soothe irritation.
-Oat Bran Extract: Nurtures the skin's barrier, helping to avoid moisture loss.
",$38.00 
OLEHENRIKSEN,Cleansers,#NAME?,$15.00 
JACK BLACK,Cleansers,#NAME?,$19.00 
CLINIQUE,Cleansers,"Water , Glycerin , Sodium Laureth Sulfate , Silica , Acrylates Copolymer , Lauramidopropyl Betaine , Butylene Glycol , Sucrose , Cocamidopropyl Hydroxysultaine , Carica Papaya (Papaya) Fruit Extract , Bambusa Arundinacea (Bamboo) Stem Extract , Laminaria Saccharina Extract , Salicylic Acid , Palmitoyl Tetrapeptide-7 , Palmitoyl Tripeptide-1 , Caffeine , Sodium Hyaluronate , Acetyl Glucosamine , Sodium Coco Pg-Dimonium Chloride Phosphate , Polysorbate 20 , Disodium Cocoyl Glutamate , Citric Acid , Sodium Cocoyl Glutamate , Laureth-2 , Sodium Chloride , Sodium Hydroxide , Sodium Sulfate , Carbomer , Monosodium Citrate , Disodium Edta , Edta , Bht , Phenoxyethanol , Orange 4 (Ci 15510) , Yellow 5 (Ci 19140) , Red 4 (Ci 14700)",$19.50 
DRUNK ELEPHANT,Cleansers,"-Heilmoor Clay: Tones and detoxifies the skin. 
-Virgin Marula Oil: Hydrates, protects, heals, and rejuvenates the skin; high in antioxidants and omegas 6 and 9. 
-Blueberry Extract: Potent antioxidant with soothing and anti-glycation properties.

Pekee B",$16.00 
CLARINS,Cleansers,#NAME?,$38.00 
SK-II,Cleansers,"-Pitera™: A bio-ingredient rich in vitamins, organic acids, minerals, and amino acids that work together to support skin’s natural cell renewal process.
-SymCalmin® and White Willow Extract: Mildly exfoliates and helps support skin smoothness, water ",$75.00 
SUNDAY RILEY,Cleansers,#NAME?,$35.00 
LANCÔME,Cleansers,"Glycerin, Water, Myristic Acid, Stearic Acid, Potassium Hydroxide, Palmitic Acid, Glyceryl Stearate Se, Lauric Acid, Coco-Glucoside, Glycol Distearate, Fragrance, P-Anisic Acid, Tocopherol, Peg-14m, Nelumbo Nucifera Flower Extract, Limonene, Benzyl Salicylate, Linalool, Benzyl Alcohol, Propylene Glycol, Disodium Edta, Rosa Gallica Extract, Butylphenyl Methylpropional, Cryptomeria Japonica Bud Extract.",$27.00 
SULWHASOO,Cleansers,"-Tangerine Peel Extract: Removes impurities.
-Apricot Kernel Oil: Nurtures skin.

C12-15 Alkyl Benzoate, Pentaerythrityl Tetraethylhexanoate, Isopropyl Palmitate, Pentaerythrityl Tetraisostearate, Caprylic/Capric Triglyceride, Peg-20 Glyceryl Triisosteara",$40.00 
LANEIGE,Cleansers,"-Hydro Ionized Mineral Water: Formulated with six moisture-maximizing minerals that are ionized and stabilized in water to penetrate quicker into skin.

Water, Glycereth-26, Alcohol, Butylene Glycol, PEG/PPG-17 / 6 Copolymer, Glycogen, Glutamic Acid, Lysi",$28.00 
MAKEUP ERASER,Cleansers,,$20.00 
CLINIQUE,Cleansers,"Water, Isohexadecane, Dimethicone, Cyclopentasiloxane, Trisiloxane, PEG-4 Dilaurate, Lauryl Methyl Gluceth-10 Hydroxypropyldimonium Chloride, Hexylene Glycol, Sodium Chloride, Potassium Phosphate, Dipotassium Phosphate, Dipotassium EDTA, Phenoxyethanol.",$26.00 
BIOSSANCE,Cleansers,#NAME?,$39.00 
DERMALOGICA,Cleansers,"Water, Butylene Glycol, Aloe Barbadensis Extract, Arginine, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Melissa Officinalis Leaf Extract, Citrus Limon (Lemon) Peel Oil, Citrus, Aurantium Bergamia (Bergamot) Fruit Oil, Cymbopogon Winterianus Herb Oil, Glycine, Alanine, Serine Lavandula Angustifolia (Lavender) Oil, Dipotassium Glycyrrhizate, Cucumis Sativus (Cucumber) Fruit Extract, Arnica Montana Flower Extract, Hedera Helix (Ivy) Extract, Malva Sylvestris (Mallow) Flower Extract, Parietaria Officinalis Extract, Sambucus Nigra Flower Extract, Tocopherol, Phenylalanine, Histidine, Valine, Isoleucine, Proline, Threonine, Sodium PCA, Sodium Lactate, Citric Acid, Polyquaternium-4, Aspartic Acid, PCA, Ethylhexylglycerin, Methyl Gluceth-20, Polysorbate 20, 1,2-Hexanediol, Caprylyl Glycol, PEG-12 Dimethicone, Ricinoleth-40, Sodium Citrate, Sodium Hydroxide, Tetrasodium Glutamate Diacetate, Linalool, Limonene, Citral, Geraniol, Phenoxyethanol.",$41.00 
JACK BLACK,Cleansers,,$18.00 
SEPHORA COLLECTION,Cleansers,,$3.00 
GLAMGLOW,Cleansers,"Water, Sodium C14-16 Olefin Sulfonate, Magnesium Aluminum Silicate, Sodium Cocoamphoacetate, Cetearyl Alcohol, Glyceryl Stearate, Glycerin, Charcoal Powder, Propanediol, Kaolin, Carbon, Eucalyptus Globulus Leaf Powder, Mentha Piperita (Peppermint) Oil, Glycyrrhiza Glabra (Licorice) Root Extract, Nigella Sativa Seed Extract, Ethylhexylglycerin, Sodium Chloride, Glyceryl Polyacrylate, Cocamidopropyl Hydroxysultaine, Xanthan Gum, Caprylyl Glycol, Lactic Acid, Glycolic Acid, Fragrance, Linalool, Benzyl Benzoate, Phenoxyethanol, Titanium Dioxide (Ci 77891)",$32.00 
CLINIQUE,Cleansers,"Cetyl Ethylhexanoate , Triethylhexanoin , Peg-20 Glyceryl Triisostearate , Polybutene , Peg-8 Diisostearate , Peg-12 Diisostearate , Ppg-15 Stearyl Ether , Water , Tocopheryl Acetate , Glycerin , Caprylyl Glycol , Glyceryl Laurate , Bht",$28.00 
BOSCIA,Cleansers,#NAME?,$32.00 
CLINIQUE,Cleansers,"Water, Alcohol Denat., Glycerin, Hamamelis Virginiana (Witch Hazel), Menthol, Acetyl Glucosamine, Trehalose, Sodium Hyaluronate, Butylene Glycol, Sodium Bicarbonate, Red 6 (Ci 15850), Red 33 (Ci 17200), Ext. Violet 2 (Ci 60730).",$31.50 
SHISEIDO,Cleansers,"Water, Butylene Glycol, Alcohol Denat., Glycerin, Methyl Gluceth-10, Dipropylene Glycol, Betaine, Methylparaben, Cyclodextrin, Phenoxyethanol, Sodium Metaphosphate, Sodium Hyaluronate, Carbomer, Fragrance, Peg-60 Hydrogenated Castor Oil, Xanthan Gum, Potassium Hydroxide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Arginine Hcl, Magnesium Chloride, Pca, Calcium Chloride.",$60.00 
SEPHORA COLLECTION,Cleansers,,$8.00 
FIRST AID BEAUTY,Cleansers,#NAME?,$55.00 
CLARINS,Cleansers,"-Chamomile: Purifies and soothes.
-Linden: Helps soothe irritations.
-Vitamins A, B, and E: Help soften and protect.

Water, Sorbitol, Dipropylene Glycol, Oleth-20, Glycerin, Panthenol, Butylene Glycol, Propylene Glycol, Parfum (Fragrance),PEG-8, Alpha-Gl",$26.00 
MILK MAKEUP,Cleansers,"Water, butylene glycol, Bis-PEG-18 methyl ether dimethyl silane, sodium stearate, pentylene glycol, glycerin, oleth-2, stearic acid, hamamelis virginiana (witch hazel) leaf extract, rice ferment filtrate (sake), saccharmomyces/xylinum/black tea ferment, opuntia ficus-indica stem extract, Rosmarinus officinalis (rosemary) leaf extract, camellia sinensis leaf extract, lens esculenta (lentil) seed extract, ethylhexylglycerin, hexylene glycol, caprylyl glycol, sodium benzoate, potassium sorbate, phenoxyethanol, yellow 10/CI 47005, blue 1/CI 42090.",$28.00 
CLINIQUE,Cleansers,#NAME?,$22.00 
CLINIQUE,Cleansers,"Water , Potassium Myristate , Glycerin , Potassium Behenate , Sodium Methyl Cocoyl Taurate , Potassium Palmitate , Potassium Laurate , Potassium Sterate , Peg-3 Distearate , Cholesteryl Hydroxystearate , Butylene Glycol , Sodium Hyaluronate , Trisodium Edta , Disodium Edta , Phenoxyethanol , Ext. Violet 2 (Ci 60730) , Red 4 (Ci 14700)",$22.00 
FRESH,Cleansers,"-Seaberry Oil: Also known as Seabuckthorn Oil, a powerful antioxidant that’s rich in omegas 3, 6, 7, and 9; helps to revitalize, protect, and soften the skin.
-Camellia Seed Oil: Rich in protective antioxidants and omegas 9 and 6; helps nourish and reta",$43.00 
BELIF,Cleansers,"Water, Monarda Didyma Leaf Extract 8%, Glycerin, Alcohol Denat, Butylene Glycol, Salvia Officinalis (Sage) Leaf Extract, Corchorus Olitorius Leaf Extract, Glycerin, 1,2-Hexanediol, Pentaerythirityl Tetraethylhexanoate, Hexyldecyl Ethylhexanoate, Poncirus Trifoliata Fruit Extract, Alcohol Denat, Avena Sativa (Oat) Kernel Extract*, Calendula Officinalis Flower Extract*, Nepeta Cataria Extract*, Rubus Idaeus (Raspberry) Leaf Extract*, Baptisia Tinctoria Root Extract*, Stellaria Media (Chickweed) Extract*, Sodium Hyaluronate, Cyclopentasiloxane, Betaine, Tromethamine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Dimethicone, Trisodium EDTA, Fragrance**, Limonene. *Napiers Original Formula. **Fragrances of Natural Origin.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$28.00 
CLINIQUE,Cleansers,"Water , Tridecyl Stearate , Tridecyl Trimellitate , Dipentaerythrityl Hexacaprylate/Hexacaprate , Butylene Glycol , Glyceryl Stearate , Cocos Nucifera (Coconut) Oil , Caprylic/Capric Triglyceride , Silica , Cetearyl Alcohol , Ceteareth-20 , Sorbitol , Hexyldecyl Stearate , Bisabolol , Disodium Cocoamphodipropionate , Triethanolamine , Oleth-10 Phosphate , Caprylyl Glycol , 1,2-Hexanediol , Stearyl Alcohol , Carbomer , Disodium Edta , Phenoxyethanol , Potassium Sorbate , Chlorphenesin",$23.00 
DRUNK ELEPHANT,Cleansers,"-Heilmoor Clay: Thermal mud that tones and detoxifies the skin.
-Virgin Marula Oil: Super-absorbable oil, high in critical antioxidants and omegas 6 and 9, that helps nourish and rejuvenate skin.
-Bamboo Powder: Tiny, smooth spheres that gently exfoliate ",$28.00 
MURAD,Cleansers,#NAME?,$26.00 
