Name,Type,Ingredients,Price
TATCHA,Clean skin care,"-Japanese Camellia Oil (Tsubaki): Seals in moisture and nourishes with of Vitamins A, B, D and E and nourishing Omegas 3, 6, and 9; this featherweight botanical oil is richer in oleic acid than olive oil.
-Tatcha's signature Hadasei-3 (a trinity of anti-a",$48.00 
ORIGINS,Clean skin care,"-Coffee: Found in Ethiopia, its energizing properties help wake up, refresh, and restore radiance to tired skin.

Water, Methyl Trimethicone, Butylene Glycol, Peg-100 Stearate, Dimethicone, Cetyl Ricinoleate, Silica, Olea Europaea (Olive) Fruit Oil, Glyce",$32.00 
CAUDALIE,Clean skin care,"-Patented Viniferine: Brightens and lightens dark spots and evens skin tone.
-Olive Squalane: Non-greasy, hydrating ingredient that sinks quickly into skin to deliver moisture.
-Mint, Caraway, and Galbanum: Deliver a phyto-aromatic scent.

Aqua/Water/Eau,",$79.00 
GLOW RECIPE,Clean skin care,"-Watermelon Extract: Hydrates, delivers essential vitamins, and contains anti-inflammatory properties to soothe irritation.
-Hyaluronic Acid: Hydrates skin by holding up to 1,000 times its weight in moisture.
-Antioxidants: Help protect skin against envir",$45.00 
GLOW RECIPE,Clean skin care,"-Watermelon Extract: Hydrates, delivers essential vitamins, and contains anti-inflammatory properties to soothe irritation.
-Hyaluronic Acid: Hydrates skin by holding up to 1,000 times its weight in moisture.
-Antioxidants: Help protect skin against envir",$39.00 
FRESH,Clean skin care,"-Kombucha (Fermented Black Tea): Helps to smooth, increase luminosity, and protect against pollution and free radicals.
-Hyaluronic Acid: Works to maintain moisture for supple skin.
-Mandarin Peel Extract: Helps promote an even complexion.

Water, Sacchar",$68.00 
HERBIVORE,Clean skin care,"-White Willow Bark Extract: Unclogs pores with a natural BHA and high levels of salicylic acid.
-Fruit Enzymes: Helps eliminate dead skin cells for smooth and soft skin; natural AHA.
-Blue Tansy Oil: Soothes redness and calms irritated skin.
-Aloe Leaf: H",$48.00 
SUPERGOOP!,Clean skin care,"-Apple Extract: Helps the skin appear smoother and brighter.
-Irish Moss / Red Seaweed Extract: Helps protect against free radicals with vitamins and minerals needed to maintain healthy skin.
-Sodium Hyaluronate: Maintains hydration in the skin.

Titanium",$36.00 
YOUTH TO THE PEOPLE,Clean skin care,"Water, Sodium Cocoyl Glutamate, Cocamidopropyl Betaine, Panthenol (Vitamin B5),Tocopheryl Acetate (Vitamin E), Ascorbic Acid (Vitamin C), Butylene Glycol, Brassica Oleracea(Kale) Leaf Extract, Spinacia Oleracea (Spinach) Leaf Extract, Camellia Sinensis (Green Tea)Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Medicago Sativa (Alfalfa) Extract,Aloe Barbadensis (Aloe Vera) Leaf Extract, Natural Fragrance, Lecithin, HydroxypropylMethylcellulose, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, Chlorophyll.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$10.00 
TATCHA,Clean skin care,"-Zinc Oxide 15% and Octisalate 5%: Provide broad-spectrum sun protection; octisalate is an emollient that keeps skin soft and prevents the formula from degrading in the sun. -Japanese Wild Rose: Brings the body back into balance, supports natural circulat",$65.00 
FARMACY,Clean skin care,"-Moringa Seed Extract and Moringa Water: Supports and refreshes skin by removing impurities caused by pollution.
-Papaya Extract: Gently exfoliates to reveal a fresh-looking complexion.
-Hyaluronic Acid (Four Types) and Polyglutamic Acid: Acts as powerful",$38.00 
GLOW RECIPE,Clean skin care,"-Watermelon: This amino acid and vitamin-rich fruit in this Korean face mist provides exceptional hydration while fighting off free radicals to visibly prevent fine lines and wrinkles.
-Banana: Rich in magnesium and potassium to help restore skin’s hydr",$45.00 
SUMMER FRIDAYS,Clean skin care,"-Chestnut Extract: Activates the natural exfoliation process, polishing away dullness so skin looks radiant, healthy, and well-rested (even when you’re not).
-Vitamin C: This powerful antioxidant brightens skin tone and behaves like a moisture-magnet, b",$25.00 
FIRST AID BEAUTY,Clean skin care,"-Glycolic and Lactic Acids: Alpha hydroxy acids that exfoliate skin, helping it appear brighter and with improved texture.
-Lemon Peel: A natural extract that helps brighten skin's appearance.
-Indian Gooseberry: A natural extract that helps tone skin.

W",$34.00 
OLEHENRIKSEN,Clean skin care,"-Orange Fruit Water: Helps revive and refresh skin.
-PHA: Helps loosen and lift dead skin cells.
-Truth Botanicals (Orange, Lemon, Rosehip, Gojiberry, and Seabuckthorn Extracts): Help condition skin.

Aqua/Water/Eau, Sodium Cocoyl Isethionate, Sodium Coco",$28.00 
TATCHA,Clean skin care,"-Tatcha's Signature Hadasei-3: A trinity of antiaging Japanese superfoods born from nourishing green tea, rice, and algae that restores a healthy-looking, youthful radiance.

Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrat",$95.00 
SUPERGOOP!,Clean skin care,"-Argan Oil: Extremely rich in fatty acids and vitamin E, this moisturizer is easily absorbed, non-greasy, and non-irritating.
-Butterfly Bush Extract: Helps protect against blue light that’s emitted from electronic devices like smartphones and computers",$38.00 
DRUNK ELEPHANT,Clean skin care,"-Sclerocarya Birrea (Marula) Seed Oil: Super-absorbable oil, high in critical antioxidants tocopherol (vitamin E), tocotrienol, phenolic compounds, flavonoids, and omegas 6 and 9, helps moisturize and nurture skin.

100% Unrefined Sclerocraya Birrea (Maru",$40.00 
TATCHA,Clean skin care,"-Proprietary Complex of Okinawa Red Algae: Delivers highly efficient hydration, improving skin's natural ability to retain and rebuild moisture.
-Squalane: Absorbs completely into the skin to nourish and moisturize.
-Silk Extract: Supports skin's natural ",$48.00 
FRESH,Clean skin care,"-Blend of White Sugar Crystals: Help smooth and soften skin’s appearance.
-Strawberry and Black Currant Fruit Extracts: Maintain a healthy-looking complexion.
-Grapeseed Oil: Helps maintain hydration.

Glycerin, Sucrose, Butylene Glycol, Fragaria Vesca ",$33.00 
BIOSSANCE,Clean skin care,,$72.00 
SKINFIX,Clean skin care,"-Natural AHA Blend: Gently exfoliates dead skin cells.
-Lime Extract Blend: A gentle, natural, AHA exfoliant with a light lime scent.

Water, Cocos Nucifera (Coconut) Oil, Caprylic/Capric Triglyceride, Stearyl Alcohol, Polyglyceryl-2 Stearate, Glycerin, O",$45.00 
BIOSSANCE,Clean skin care,"-Acai Berry Sterols
-Hyaluronic Acid: Hydrates and binds moisture to the skin.
-Omega Fatty Acids: Nurture and support hydration.

Water, Squalane, Glycerin, Caprylic/Capric Triglyceride, Isoamyl Laurate, Butyrospermum Parkii (Shea) Butter, Sorbitan Oliva",$58.00 
YOUTH TO THE PEOPLE,Clean skin care,"Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$48.00 
DRUNK ELEPHANT,Clean skin care,"-Black Tea Ferment: This compound helps smooth skin roughness, improve radiance and decrease glycation, a process that has been shown to age the appearance of skin.
-Copper Peptides: With antioxidant properties, helps to reduce the appearance of wrinkles ",$60.00 
SUMMER FRIDAYS,Clean skin care,"-Shea and Murumuru Seed Butters: Packed with ultra-hydrating seed butters, these natural moisturizers soothe, heal, and condition parched lips. (Bye bye, dry.)
-Vegan Waxes: This unique blend of vegan waxes will soften and boost shine all day with a smoot",$22.00 
SUPERGOOP!,Clean skin care,"-Cerium: A rare mineral element that reflects and shields from blue light.
-Blue-green Algae: Contains a naturally-occurring combination of moisturizers, antioxidants, and skin repair actives.
-Moisture Binding Plant Fermentation Film: A moisture-binding ",$38.00 
TATCHA,Clean skin care,"-Japanese Peach Extract: Helps to repair damaged lips, revitalize, and calm irritation.
-Three Rose Extract: Protects from dryness and visibly smoothens for healthier lips.
-Japanese Camellia Oil (Tsubaki): Seals in moisture and nurtures with of vitamins ",$28.00 
FIRST AID BEAUTY,Clean skin care,"-Colloidal Oatmeal .50%: FDA-designated skin protectant to relieve itching and minor irritation.
-Ceramide 3: Holds in moisture and protects the skin barrier.
-Shea Butter: Moisturizes and helps to protect the skin barrier.
-FAB Antioxidant Booster: Comba",$14.00 
BIOSSANCE,Clean skin care,"-Vegan Lactic Acid 10%: Gently smooths for immediate overnight results and glowing radiant skin in the morning.
-Clover: Works to reset the skin from daily stress, including pollution and blue light defense, and enhances skin’s renewal process for an im",$62.00 
FRESH,Clean skin care,"Cera Alba (Beeswax), Sim-mondsia Chinensis (Jojoba) Seed Oil, Hydro- genated Olive Oil Decyl Esters, Hydrogenat-ed Palm Kernel Glycerides, Ricinus Commu- nis (Castor) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Ethylhexyl Palmitate, Parfum (Fra-grance), Hydrogenated Palm Glycerides, Theobroma Grandiflorum Seed Butter, Prunus Domestica Seed Oil, Copernicia Cer- ifera (Carnauba) Wax, Limnanthes Alba (Meadowfoam) Seed Oil, Hydrogenated Veg-etable Oil, Passiflora Incarnata Seed Oil, Su- crose Tetrastearate Triacetate, Crithmum Maritimum Extract, Commiphora Mukul Resin Extract, Ribes Nigrum (Black Currant) Seed Oil, Tocopherol, Ascorbyl Tetraisopal-mitate, Tocopheryl Acetate, Ascorbyl Palmi- tate, PEG-6 Isostearate, Caprylic/ Capric Tri- glyceride, Ammonium Glycyrrhizate, Trihy-droxystearin, Hesperetin Laurate, Vanillin, Butylene Glycol, BHT, Caprylyl Glycol, Sodium Hyaluronate, Hexylene Glycol, Phe- noxyethanol, Limonene, Citral, Benzyl Alco- hol, Linalool, Geraniol.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$26.00 
ORIGINS,Clean skin care,"Water, Myrtus Communis (Myrtle) Leaf Water, Kaolin, Bentonite, Butylene Glycol, Montmorillonite, Polysorbate 20, Peg-100 Stearate, Charcoal Powder, Xanthan Gum, Lecithin, Peg-150 Distearate, Propylene Glycol Stearate, Sorbitan Laurate, Glycerin, Propylene Glycol Laurate, Simethicone, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Trisodium Edta, Dehydroacetic Acid, Phenoxyethanol.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up-to-date list of ingredients.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$26.00 
FIRST AID BEAUTY,Clean skin care,"-Coconut Water: Helps hydrate and support skin.
-Sodium Hyaluronate: Helps skin appear smoother and reduces the appearance of fine lines and wrinkles.
-Alteromonas Ferment Filtrate: Helps soothe and retain moisture in skin.

Cocos Nucifera (Coconut) Fruit",$34.00 
YOUTH TO THE PEOPLE,Clean skin care,"-Maqui: A free radical eliminator; helps fight the signs of aging.
-Acai: Antioxidant-rich; contains omega 3, 6, and 9 for collagen support; revives dull, dry skin.
-Prickly Pear: Supports cell renewal while reducing redness and hyperpigmentation; hydrate",$44.00 
TATCHA,Clean skin care,"-Japanese Wild Rose: Supports natural circulation, balances skin, and improves the look of pores.
-Japanese Leopard Lily: Reduces oil production, calms problem skin, and supports natural turnover of the skin.
-Tatcha's Signature Hadasei-3: Restores a heal",$20.00 
BELIF,Clean skin care,"-Tiger Grass (Pennywort): Soothes skin.
-Comfrey Leaf: Detoxifies skin, leaving it smooth, soft, and clear.

Water, Dipropylene Glycol, Butylene Glycol, Glycerin, Squalane, Cyclopentasiloxane, Caprylyl Trimethicone, Dimethicone, HDI/TriMethylol Hexyllacto",$48.00 
SUPERGOOP!,Clean skin care,"-Buriti Oil: Considered the richest natural source of beta carotene, an excellent antioxidant.
-Pracaxi Oil: Moisterizes with a rich supply of fatty acids, specifically oleic, linoleic, and behenic fatty acids.
-Tamanu Oil: Helps protect against free radi",$25.00 
SKINFIX,Clean skin care,"-Glycolic Acid: Helps slough off dead skin cells and leave a healthy, smooth glow.
-Lactic Acid: Supports natural cell turnover, reduces pigmentation, and brightens the appearance of the skin.

Water, Polylactic Acid, Glycerin, Lactic Acid, Vitis Vinifera",$30.00 
FRESH,Clean skin care,"-Rose Fruit Extract: Known for its toning properties.
-Rosewater: Helps to soothe and rose flower oil helps to nourish.
-Angelica Leaf Extract: Helps retain moisture.

Water, Glycerin, Butylene Glycol, Rosa Centifolia Flower, Rosa Damascena Flower Water, ",$25.00 
REN CLEAN SKINCARE,Clean skin care,"-Lactic C38: Diminishes discoloration.
-Azelaic Acid Precursor: Prevents the melanin production, promoting a balanced skin tone; addresses uneven skin tone and dark spots while improving skin quality for a brighter and more luminous appearance.

Water, So",$38.00 
CAUDALIE,Clean skin care,"-Mint and Balm Mint Essential Oil: Provide astringent properties.
-Rose Extract: Tones.
-Rosemary Essential Oil: Strengthens and rejuvenates.
-Benzoin and Myrrh: Set makeup.
-Orange Flower Water: Softens and hydrates.

Water, Alcohol*, Citrus Aurantium Am",$18.00 
CAUDALIE,Clean skin care,"-Viniferine: Visibly lightens dark spots, acne scars, and hyperpigmentation 62 times more effectively than Vitamin C.
-Hyaluronic Acid: Hydrates and plumps the appearance of skin.
-Vegetal Butylene Glycol: Acts as a humectant to moisturize.

Water, Butyle",$65.00 
DRUNK ELEPHANT,Clean skin care,"-4-Electrolyte Blend: Antioxidant-rich and powerful humectant ingredients (coconut water, sodium PCA, magnesium PCA, and prickly pear extract), electrolytes are vital to helping maintain hydration levels in skin, improving barrier strength and lipid conte",$52.00 
FRESH,Clean skin care,"-Pure Rosewater: Soothes and tones.
-Cucumber Extract and Aloe Vera Gel: Help soothe the skin and have an immediate cooling and calming effect.
-Porphyridium Cruentum: A ""smart"" algae, it delivers optimum moisture.

Water, Butylene Glycol, Glycerin, Penty",$62.00 
JOSIE MARAN,Clean skin care,"-100% Pure Argan Oil: Nourishes and protects skin with essential fatty acids, antioxidants, and vitamin E. 

Organic Argania Spinosa (Argan) Kernel Oil*. *Organic. **Natural.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabe",$49.00 
MILK MAKEUP,Clean skin care,"-Desert Milk™ (Blend of Kalahari Melon, Baobab, Jojoba, Aloe Vera): Hydrates with extracts from plants that thrive in arid environments.
-Fig Milk, Shea Butter, and Oat Milk: Visibly refresh, soften, and soothe while calming and comforting dry skin.
-Ar",$38.00 
ISLE OF PARADISE,Clean skin care,"Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$29.00 
DRUNK ELEPHANT,Clean skin care,"Slaai™ Makeup-Melting Butter Cleanser:
Ethylhexyl Palmitate, Caprylic/Capric Triglyceride, Carthamus Tinctorius (Safflower) Seed Oil, Lauryl Laurate, Polyglyceryl-3 Laurate, Polyhydroxystearic Acid, Helianthus Annuus (Sunflower) Seed Wax, Polyglyceryl-10 Laurate, Sclerocarya Birrea Seed Oil, Euterpe Oleracea Fruit Oil, Actinidia Chinensis (Kiwi) Fruit Extract, Fragaria Ananassa (Strawberry) Seed Extract, Vaccinium Macrocarpon (Cranberry) Seed Oil, Borago Officinalis Seed Oil, Adansonia Digitata Seed Oil, Polyglyceryl-2 Caprate, Citrullus Lanatus (Watermelon) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Schinziophyton Rautanenii Kernel Oil, Vaccinium Angustifolium (Blueberry) Fruit Extract, Ximenia Americana Seed Oil, Tocopherol, Glycerin.

Bamboo Booster™:
Bambusa Arundinacea Stem Extract, Charcoal Powder, Microcrystalline Cellulose, Mannitol, Zea Mays (Corn) Starch, Potassium Sorbate.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$34.00 
SEPHORA COLLECTION,Clean skin care,"-Caffeine: Depuffs eye contour.
-Hyaluronic Acid of Natural Origin: Increases moisture retention and prevents dehydration.
-Mudar Plant Bark Extract: Anti-aging properties.

Water Caprylic/Capric Triglyceride, Glycerin, Glyceryl Stearate Citrate, Heptyl U",$17.00 
BIOSSANCE,Clean skin care,"-Zinc Oxide: Provides a protective outer barrier to reflect UVA and UVB rays.
-Water Lily: Helps cool and calm skin.
-Sugarcane-Derived Squalane: Helps sunscreen glide effortlessly onto skin while weightlessly locking in long-lasting moisture.

Zinc Oxide",$30.00 
