Name,Type,Ingredients,Price
CLINIQUE,Moisturizers,#NAME?,$49.50 
SUNDAY RILEY,Moisturizers,"-Blueberry Seed Oil: Contains high antioxidant levels, Vitamin E, and Omega 3.
-Cranberry Seed Oil: Rich in Vitamins A, C, E, and K; contains the perfect balance of Omegas 3, 6, and 9.
-Red Raspberry Seed Oil: Provides soothing and calming properties; whe",$72.00 
IT COSMETICS,Moisturizers,"-Peptides: Help reduce the appearance of wrinkles for a smoother, firmer look.
-Niacin (B-vitamin): Supports skin barrier function, which creates the appearance of a more even tone and diminishes the look of hyperpigmentation and blemishes.
-Collagen: Sup",$38.00 
FRESH,Moisturizers,"Water, Glycerin, Penty- lene Glycol, PEG-60 Hydrogenated Castor Oil, Vaccinium Myrtillus Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Citrus Au- rantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Acer Saccharum (Sugar Maple) Extract, Tocopheryl Acetate, Ascorbyl Tetraisopalmitate, Sodium Tocopheryl Phosphate, Tocopherol, Panthenol, Magnesium Aspartate, Zinc Gluconate, Copper Gluconate, Propanediol, Sodium Citrate, Citric Acid, Men- thoxypropanediol, Fragrance, Phenoxyethanol, Limonene, Linalool.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$44.00 
ORIGINS,Moisturizers,"-Fruit-Derived AHAs: Gently yet effectively slough off dead skin cells to renew skin.

Water, Methyl Trimethicone, Butylene Glycol, Glycerin, Jojoba Esters, Citrus Aurantium Amara (Bitter Orange) Peel Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Citr",$46.00 
ALGENIST,Moisturizers,#NAME?,$112.00 
PRIMERA,Moisturizers,"-Lotus Seeds: Helps increase hydration and help defend against environmental factors.

Water, Propanediol, Nelumbo Nucifera Germ Extract, Niacinamide, Glycereth-26, Glycerin, 1,2-Hexanediol, Methyl Gluceth-20, Citric Acid, Xanthan Gum, Ethylhexylglycerin,",$58.00 
SHISEIDO,Moisturizers,,$97.00 
KATE SOMERVILLE,Moisturizers,"-Hyaluronic Acid: Within 30 minutes, it hydrates and plumps the look of skin, while improving the appearance of skin firmness and elasticity.
-Sichuan Pepper: Visibly diminishes the appearance of wrinkles.
-Essential Amino Acids: Help visibly reduce the a",$95.00 
MILK MAKEUP,Moisturizers,"-Caffeine: Visibly reduces puffiness.
-Seawater: Soothes and hydrates

Water (Aqua, Eau), Propanediol, Bis-PEG-18 Methyl Ether Dimethyl Silane, Sodium Stearate, Aloe Barbadensis Leaf Juice, Phenoxyethanol, Glycerin, Stearic Acid, Chlorphenesin, Caffeine, ",$15.00 
THE ORDINARY,Moisturizers,"Caprylic/Capric Triglyceride, Squalane, Crambe Abyssinica Seed Oil, Bisabolol, Simmondsia Chinensis Seed Oil, Ethylhexyl Stearate, Isochrysis Galbana Extract, Adansonia Digitata Seed Oil, Argania Spinosa Kernel Oil, Borago Officinalis Seed Oil, Rosa Canina Seed Oil, Sclerocarya Birrea Seed Oil, Oenocarpus Bataua Fruit Oil, Plukenetia Volubilis Seed Oil, Bertholletia Excelsa Seed Oil, Solanum Lycopersicum (Tomato) Fruit Extract, Hydroxymethoxyphenyl Decanone, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tocopherol.",$9.20 
KOPARI,Moisturizers,"Cocos Nucifera (Coconut) Oil*.

*Organic",$28.00 
KIEHL'S SINCE 1851,Moisturizers,"Water, Dimethicone, Glycerin, Propylene Glycol, Propanediol, Panthenol, Dimethicone/ PEG-10/15 Crosspolymer, Bisabolol, Diisopropyl Sebacate, Sodium Chloride, Phenoxyethanol, Polymethylsilsesquioxane, Chlorphenesin, Citrus Limon Peel Oil/Lemon Peel Oil, Sodium Citrate, Calendula Officinalis Flower Extract, Limonene, PEG-10 Dimethicone, Trisodium Ethylenediamine Disuccinate, Calendula Officinalis Flower, Citric Acid, Dipropylene Glycol, Geranium Maculatum Oil, Chamomilla Recutita Flower Oil/Matricaria Flower Oil, Citral, Citronellol, Geraniol, Farnesol, Linalool, Tocopherol, Cymbopogon Schoenanthus Oil, Artemisia Absinthium Extract.",$50.00 
SHISEIDO,Moisturizers,"Water, Glycerin, Cyclomethicone, Butylene Glycol, Dimethicone, Cetyl Octanoate, Squalane, Dimethicone Copolyol, Disteardimonium Hectorite, Hydrogenated C6-14 Olefin Polymers, PEG-150, Mortierella Oil, Phytosteryl Macadamiate, Tocopheryl Acetate, Stearyl Glycyrrhetinate, Arginine HCI, PEG-60 Hydrogenated Castor Oil, Sodium Glutamate, Disodium Adenosine Triphosphate, Saccharomyces Lysate Extract, Sodium Acetylated Hyaluronate, Rosa Roxburghii Extract, Octyl Methoxycinnamate, Agar, Sodium Hexametaphosphate, Trisodium EDTA, Tocopherol, BHT, Ethylparaben, Butylparaben, Methylparaben, Fragrance, Iron Oxides.",$82.00 
IT COSMETICS,Moisturizers,"-Secret Sauce Fermented Complex™: Seven key fermented ingredients that help to plump the look of lines and wrinkles, intensely moisturize, and deliver powerful antioxidants and concentrated nutrients to skin.
-Drops of Light Technology™: Harnesses mic",$38.00 
JACK BLACK,Moisturizers,,$28.00 
FARMACY,Moisturizers,#NAME?,$48.00 
ORIGINS,Moisturizers,"Avobenzone 3.0%, Homosalate 5.0%, Octisalate 4.5%, Octocrylene 2.8%Water, Butyloctyl Salicylate, Nylon-12, Behenyl Alcohol, Octyldodecyl Neopentanoate, Myristyl Myristate, Dimethicone, Cetyl Esters, Polyethylene, Butylene Glycol, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Glycerin, Rosa Damascena Flower Oil*, Lavandula Angustifolia (Lavender) Oil*, Pelargonium Graveolens Flower Oil*, Illicium Verum (Anise) Fruit/Seed Oil*, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Carthamus Tinctorius (Safflower) Seed Oil*, Myristica Fragrans (Nutmeg) Kernel Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Citrus Nobilis (Mandarin Orange) Peel Oil*, Citrus Limon (Lemon) Peel Oil*, Litsea Cubeba Fruit Oil*, Hibiscus Abelmoschus Extract, Geraniol, Linalool, Citronellol, Limonene, Citral, Peg-6, Peg-100 Stearate, Glyceryl Stearate, Caprylic/Capric Triglyceride, Hydrogenated Vegetable Oil, Steareth-21, Anogeissus Leiocarpus Bark Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Centaurium Erythraea (Centaury) Extract, Rubus Idaeus (Raspberry) Leaf Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Triticum Vulgare (Wheat) Germ Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Bambusa Vulgaris (Bamboo) Extract, Peucedanum Graveolens (Dill) Extract, Coffea Arabica (Coffee) Seed Extract, Laminaria Digitata Extract, Trehalose, Cassia Alata Leaf Extract, Tetrahexyldecyl Ascorbate, Sodium Hyaluronate, Caffeine, Acetyl Hexapeptide-8, Di-Ppg-2 Myreth-10 Adipate, Caprylyl Glycol, Micrococcus Lysate, Cholesterol, Lecithin, Trisiloxane, Linoleic Acid, Phytosphingosine, Ethylhexylglycerin, Sodium Pca, Squalane, Glucosamine Hcl, Pisum Sativum (Pea) Extract, Tocopheryl Acetate, Crithmum Maritimum Extract, Hydrolyzed Algin, Sodium Dehydroacetate, Maltodextrin, Hexylene Glycol, Citric Acid, Potassium Sorbate, Disodium Edta, Phenoxyethanol, Mica * Essential Oil
Please be aware that ingredient lists may change or vary from time to time.� Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$62.00 
JOSIE MARAN,Moisturizers,"-Argan Oil: Balances, protects, and hydrates skin with essential fatty acids, vitamin E, and antioxidants.

Argan Oil Isostearyl Esters**. **Natural.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formal",$49.00 
HERBIVORE,Moisturizers,"-Hemp Seed Oil: Nourishing, amino acid-rich oil that helps soothe irritation and impart glow.
-Squalane: Locks in moisture for lasting hydration; vegan and olive-derived.
-Meadowfoam Seed Oil: Naturally antioxidant-rich emollient that conditions and softe",$48.00 
CLINIQUE,Moisturizers,"-Octinoxate 7.50% , Octisalate 5.00% , Titanium Dioxide 5.20% , Zinc Oxide 3.20%: Sunscreens.

Water, Squalane, Octyldodecyl Neopentanoate, Butylene Glycol, Propanediol, Glyceryl Stearate, Behenyl Alcohol, Peg-40 Stearate, Polyglyceryl-10 Pentastearate, A",$39.50 
ERBORIAN,Moisturizers,"-Ginseng: Moisturizes and smooths.
- Ethylhexyl Methoxycinnamate/Octinoxate, Titanium Dioxide, and Zinc Oxide: Protect against harmful UVA/UVB rays.

Water, Cyclomethicone, Glycerin, Peg,10 Dimethicone, Dipropylene Glycol, Dimethicone, Talc, Isoeicosane, ",$39.00 
LANCÔME,Moisturizers,"Water, Dimethicone, Glycerin, Alcohol Denat., Vp/Eicosene Copolymer, Hydrogenated Polyisobutene, Aluminum Starch Octenylsuccinate, Sucrose Stearate, Silica, Poly C10-30 Alkyl Acrylate, Ribes Nigrum (Black Currant) Seed Oil, Tocopheryl Acetate, Ascorbyl Glucoside, Sodium Polyacrylate, Sodium Hydroxide, Hydroxycitronellal, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Phenoxyethanol, Stearic Acid, Thermus Thermophillus Ferment, Eugenol, Ethylparaben, Triethanolamine, Palmitic Acid, Helianthus Annuus (Sunflower) Seed Oil, Dimethiconol, Panthenol, Xanthan Gum, Benzyl Salicylate, Benzyl Alcohol, Linalool, Oxothiazolidinecarboxylic Acid, Caprylyl Glycol, Alpha-Isomethyl Ionone, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Geraniol, Moringa Pterygosperma Seed Extract, Disodium Edta, Castanea Sativa (Chestnut) Seed Extract, Rosa Canina Fruit Oil, Methylparaben, Citronellol, Hexyldecanol, Hexyldecyl Laurate, Hexyl Cinnamal, Fragrance.",$50.00 
TATCHA,Moisturizers,"-Japanese Camellia Oil (Tsubaki): Seals in moisture and nourishes with of Vitamins A, B, D and E and nourishing Omegas 3, 6, and 9; this featherweight botanical oil is richer in oleic acid than olive oil.
-Rice Bran Oil, Macadamia Nut Oil, and Squalane: P",$95.00 
BIOSSANCE,Moisturizers,"-Eight Plant-derived Oils and Extracts: Calm, soften, and deliver nourishing antioxidant-rich oils to the skin.
-100% Plant-Derived Squalane: Weightlessly locks in essential moisture.
-Hemisqualane: Derived from sugarcane, excellent for its gentle, yet ef",$30.00 
SHISEIDO,Moisturizers,"-ReNeura Technology+™: Helps improve skin receptivity to awaken and maintain the effectiveness of your treatment over time.
-KOMBU-Bounce Complex: Helps address the causes of wrinkle formation and serves as a natural wrinkle inner-filler.

Water, Cetyl ",$70.00 
FARMACY,Moisturizers,#NAME?,$48.00 
MARIO BADESCU,Moisturizers,"-Green Tea Extract: Provides antioxidant benefits.
-Cucumber Essential Water: Replenishes, revitalizes, and tones skin.
-Peppermint Essential Water: Delivers a cooling yet soothing boost.

Water, Propylene Glycol, Mentha Piperita (Peppermint) Leaf Water, ",$12.00 
ESTÉE LAUDER,Moisturizers,"Water, Bifida Ferment Lysate, Peg-75, Propanediol, Butylene Glycol, Betaine, Pentylene Glycol, Lactobacillus Ferment, Acetyl Hexapeptide-8, Acetyl Glucosamine, Trehalose, Caffeine, Sodium Hyaluronate, Anthemis Nobilis (Chamomile), Caprylyl Glycol, Carbomer, Ppg-5-Ceteth-20, Citric Acid, Potassium Sorbate, Sodium Citrate, Tromethamine, Disodium Edta, Phenoxyethanol .",$100.00 
BELIF,Moisturizers,"-Lady's Mantle: Provides antioxidants and has pore minimizing benefits; helps remove free radicals from skin.
-Malachite: Antioxidant that neutralizes free radical activity.
-Plantin: Creates moisture seal on skin.
-Oat Husk: Attracts moisture (humectant)",$22.00 
TATA HARPER,Moisturizers,#NAME?,$68.00 
SMASHBOX,Moisturizers,"Water, Butylene Glycol, Caffeine, Magnesium Chloride, Calcium Chloride, Sodium Sulfate, Potassium Nitrate, Potassium Phosphate, Polysorbate 80, Diamond Powder, Fragrance, Limonene, Linalool, Citral, Phenoxyethanol, Sodium Benzoate",$32.00 
TARTE,Moisturizers,"-Hyaluronic Acid: Delivers moisture, visible firmness, and suppleness.
-Maracuja Oil: Rich in essential fatty acids and vitamin C for firmer-, brighter-, smoother-looking, more hydrated skin.
-Turmeric Root Extract: A soothing ingredient that helps reduce",$15.00 
SEPHORA COLLECTION,Moisturizers,"Aqua (Water), C10-18 Triglycerides, Glycerin : Humectant, Dicaprylyl Ether, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Glyceryl Stearate, Polyglyceryl-3 Methylglucose Distearate, Octyldodecyl Myristate, Simmondsia Chinensis (Jojoba) Seed Oil, Phenoxyethanol, Polyacrylate Crosspolymer-6, Vaccinium Myrtillus Fruit Extract, Sodium Acrylates Copolymer, Sodium PCA, Potassium Cetyl Phosphate, Ethylhexylglycerin, Saccharum Officinarum (Sugar Cane) Extract, Lecithin, Parfum (Fragrance), Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Sodium Hydroxide, Chlorella Vulgaris Extract, Tocopherol, Helianthus Annuus (Sunflower) Seed Oil, Acer Saccharum (Sugar Maple) Extract, Citric Acid, CI 19140 (Yellow 5), CI 77491 (Iron Oxides), Sodium Citrate, Xanthan Gum",$17.00 
SMASHBOX,Moisturizers,"Water, Glycerin, Dimethicone, Isopropyl Isostearate, Ppg-15 Stearyl Ether, Niacinamide, Hydroxyethyl Urea, Sodium Polyaspartate, Sodium Hyaluronate, Algae Extract, Caffeine, Trehalose, Sorbitol, Decyl Glucoside, Xanthan Gum, 1,2-Hexanediol, Propanediol, Sodium Hydroxide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Caprylyl Glycol, Butylene Glycol, Phenoxyethanol",$42.00 
TARTE,Moisturizers,"Passiflora Edulis Seed Oil, Tocopherol.",$48.00 
KIEHL'S SINCE 1851,Moisturizers,"-Antarcticine® (a Glycoprotein): Can withstand extreme cold.
-Fountain Plant: Helps skin maintain its natural moisture reserves
-Squalane: Supports skin’s natural moisture balance to keep it soft and supple.
Avobenzone 3%, Homosalate 5%, Octisalate 5%,",$32.00 
BRIOGEO,Moisturizers,"-100% Organic Melaleuca Alternifolia (Tea Tree) Leaf Oil: Helps calm blemoshes and soothes dry, itchy, and irritated scalp and skin.

100% Organic Melaleuca Alternifolia (Tea Tree) Leaf Oil.

Clean at Sephora products are formulated without:
Sulfates—SL",$32.00 
HERBIVORE,Moisturizers,"-Green Tea: Reduces oiliness; packed with antioxidants to repair and protect skin.
-Ginger Root: Calms redness and irritation.
-White Willow Bark: Fights blemishes.
-Aloe Vera: Soothes skin and fights blemishes.

Jasminum Officinale (Jasmine) Flower Water",$39.00 
BELIF,Moisturizers,"-Peat: Potent source of herbal energy that has astringent, anti-inflammatory, and antioxidant-rich properties.
-Peat extract: Rich in minerals and organic acids that help normalize skin turnover for a smooth and youthful-looking complexion; promote skin e",$58.00 
DERMALOGICA,Moisturizers,"-Mallow: Provides natural moisturizing and soothing properties.
-Arnica: Nourishing and has anti-inflammatory properties.
-Lactide Acid: Helps hydrate the skin.

Water, Caprylic/Capric Triglyceride, Methyl Gluceth-20, Pentylene Glycol, Butylene Glycol, Di",$69.00 
PERRICONE MD,Moisturizers,#NAME?,$89.00 
PHILOSOPHY,Moisturizers,"-Avobenzone 2.7%, Octinoxate 6.99%, and Octocrylene 2%: Provide sunscreen protection.

Water, Carthamus Tinctorius (Safflower) Oleosomes, Butylene Glycol, Glycerin, C12-15 Alkyl Benzoate, Methyl Gluceth-20, Glycolic Acid, Polyacrylamide, Cyclopentasiloxan",$39.00 
PERRICONE MD,Moisturizers,"-Alpha Lipoic Acid: Minimizes the appearance of fine lines, wrinkles, and enlarged pores, resurfacing skin and improving the appearance of skin's resilience, tone, and texture.
-DMAE: Firms the look of skin, addresses loss of elasticity, and improves the ",$69.00 
CLINIQUE,Moisturizers,"Water , Glycerin , Cetyl Alcohol , Dimethicone , Glyceryl Polymethacrylate , Butyrospermum Parkii (Shea Butter) , Cetyl Ethylhexanoate , Peg-8 , Glycereth-26 , Sucrose , Sorbitan Stearate , Peg-100 Stearate , Trehalose , Mangifera Indica (Mango) Seed Butter , Hypnea Musciformis (Algae) Extract , Gellidiela Acerosa (Algae) Extract , Olea Europaea (Olive) Fruit Extract , Triticum Vulgare (Wheat Bran) Extract , Cladosiphon Okamuranus Extract , Astrocaryum Murumuru Seed Butter , Cetearyl Alcohol , Aloe Barbadensis Leaf Water , Peg-75 , Caffeine , Pantethine , Sorbitol , Butylene Glycol , Oryzanol , Bisabolol , Panthenol , Phytosterols , Tocopheryl Acetate , Caprylyl Glycol , Sodium Hyaluronate , Hexylene Glycol , Carbomer , Potassium Hydroxide , Dextrin , Disodium Edta , Phenoxyethanol , Red 4 (Ci 14700) , Yellow 5 (Ci 19140)",$36.00 
IT COSMETICS,Moisturizers,"-Ceramides: Help restore and repair the skin barrier, keeping skin moisturized and supple.
-Glycerin: Known to help skin retain moisture, this humectant softens and smooths the look of skin.
-Cactus Flower Extract: Supports natural skin moisture.

Water, ",$36.00 
LA MER,Moisturizers,"Limnanthes Alba (Meadowfoam) Seed Oil, Dimethicone, Caprylic/Capric Triglyceride, Water, Trisiloxane, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Polydecene, Hydrogenated Polydecene, Butylene Glycol, Propanediol, Glycerin, Algae (Seaweed) Extract, Brassica Campestris (Rapeseed) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Camelina Sativa Seed Oil, Oxycoccus Palustris (Cranberry) Seed Oil, Olea Europaea (Olive) Fruit Oil, Hippophae Rhamnoides Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Laminaria Ochroleuca Extract, Laminaria Saccharina Extract, Hydrolyzed Algin, Sea Salt/Maris Sal/Sel Marin, Chlorella Vulgaris Extract, Salicornia Herbacea Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Laminaria Digitata Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Magnolia Officinalis Bark Extract, Yeast Extract/Faex/Extrait De Levure, Crithmum Maritimum Extract, Commiphora Mukul Resin Extract, Citrus Aurantifolia (Lime) Peel Extract, Molasses Extract/Saccharum Officinarum/Extrait De Melasse, Sucrose, Acetyl Hexapeptide-8, Acetyl Glucosamine, Caffeine, Tocopheryl Acetate, Phenyl Trimethicone, Sodium Chloride, Tetrahexyldecyl Ascorbate, Alcohol Denat., Fragrance, Hexyl Cinnamal, Linalool, Amyl Cinnamal, Geraniol, Limonene, Citral, Benzyl Benzoate, Coumarin, Citronellol, Bht, Phenoxyethanol, Yellow 5 (Ci 19140), Yellow 6 (Ci 15985)",$245.00 
PHILOSOPHY,Moisturizers,"Water, Cyclopentasiloxane, Bis-PEG-18 Methyl Ether Dimethyl Silane, Glycerin, Butylene Glycol, Butyrospermum Parkii (Shea) Butter, Glyceryl Stearate, PEG-100 Stearate, Cetearyl Alcohol, Cetyl Alcohol, Limnanthes Alba (Meadowfoam) Seed Oil, Phenoxyethanol, Stearic Acid, Tocopheryl Acetate, Salvia Hispanica Seed Oil, Panthenol, Fragrance, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Linalool, BHT, Ascorbyl Glucoside, Disodium EDTA, Sodium Hydroxide, PEG-8, Tocopherol, Sodium Hyaluronate, Lecithin, Alcohol Denat., Geraniol, Polyglyceryl-3 Diisostearate, Pantolactone, Ascorbyl Palmitate, Citronellol, Camellia Sinensis Leaf Extract, Coffea Arabica (Coffee) Seed Extract, Pongamia Pinnata Seed Extract, Benzyl Benzoate, Limonene, Ascorbic Acid, Angelica Archangelica Root Extract, Citrus Aurantium Amara (Bitter Orange) Peel Extract, Maltodextrin, Citric Acid, Magnesium Aluminum Silicate, Xanthan Gum, Caprylyl Glycol, Sclerotium Gum, Sorbic Acid, FD&C Yellow No. 5 (Ci 19140), FD&C Yellow No. 6 (Ci 15985).",$25.00 
CAUDALIE,Moisturizers,#NAME?,$50.00 
SUPERGOOP!,Moisturizers,#NAME?,$42.00 
CLINIQUE,Moisturizers,"-Clean Shield Technology™: Formulated with a moisture barrier blend of sunflower seed cake, barley extract, and cucumber fruit extract to strengthen skin’s barrier, improve its resiliency, and balance and retain skin’s moisture levels; hyaluronic ac",$28.00 
CLINIQUE,Moisturizers,"Water, Isostearyl Neopentanoate, Glycerin, Butylene Glycol, Glyceryl Stearate, Peg-100 Stearate, Dimethicone, Cetearyl Alcohol, Tamarindus Indica Seed Extract, Biotin, Ergothioneine, Centaurium Erythraea (Centaury) Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Caffeine, Whey Protein/Lactis Protein/Proteine Du Petit-Lait, Glycine Soja (Soybean) Protein, Isohexadecane, Hydrolyzed Soy Protein, Algae Extract, Saccharomyces Ferment Filtrate, Acetyl Hexapeptide-8, Micrococcus Lysate, Lecithin, Yeast Extract/Faex/Extrait De Levure, Soy Amino Acids, Camellia Sinensis Leaf Extract, Astrocaryum Murumuru Seed Butter, Glycereth-26, Cetyl Alcohol, Tocopheryl Acetate, Acetyl Glucosamine, Petrolatum, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Cetearyl Glucoside, Caprylyl Glycol, Sodium Hyaluronate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Benzoate, Tromethamine, Citric Acid, Polysorbate 80, Aminopropyl Ascorbyl Phosphate, Hexylene Glycol, Hydroxyethylcellulose, Sodium Citrate, Disodium Edta, Phenoxyethanol.",$58.00 
DR. JART+,Moisturizers,"-5-Cera Complex: Deeply moisturizes and strengthens skin.
-Panthenol: Relieves cracked or flaky skin.

Water, Dipropylene Glycol, Alcohol, Betaine, Propanediol, Glycosyl Trehalose, 1,2-Hexanediol, Erythritol, Pentylene Glycol, Glycerin, Hydrogenated Starc",$39.00 
INNISFREE,Moisturizers,"-Jeju Green Tea Extract: Replenishes hydration.
-Jeju Green Tea Seed Oil: Nurtures and helps skin retain moisture.
-Panthenol: Helps strengthen skin's moisture barrier.

Water / Aqua / Eau, Propanediol, Glycerin, Methyl Trimethicone, Stearyl Dimethicone, ",$24.00 
CHARLOTTE TILBURY,Moisturizers,#NAME?,$29.00 
DR. DENNIS GROSS SKINCARE,Moisturizers,"-Ferulic Acid (Plant-based Antioxidant): Enhances properties of other vitamins for healthy skin and offers sun damage protection.
-Retinol: Helps smooth the appearance of wrinkles and lines while hydrating.
-Niacinamide (Vitamin B3): Supports the skin bar",$88.00 
FIRST AID BEAUTY,Moisturizers,#NAME?,$30.00 
SATURDAY SKIN,Moisturizers,#NAME?,$39.00 
LORD JONES,Moisturizers,#NAME?,$100.00 
KATE SOMERVILLE,Moisturizers,"-Glycolic and Lactic Acids: Help loosen and slough away dead surface skin to reveal smooth, glowing skin.
-Napol Cactus Fruit Extract: Helps to soothe skin when using AHAs.
-Pineapple, Pumpkin, and Papaya Enzymes: Help to enhance skin exfoliation.


Aqua/",$65.00 
REN CLEAN SKINCARE,Moisturizers,"-Omega 3 & 7 from Arctic Blackcurrant Seed and Arctic Seabuckthorn Berry Oil: Help to reduce skin inflammation and irritation.
-Roman Chamomile from Bisabolol: Soothes and calms redness.
-Global protection complex (Antileukine from Ochroleuca Seaweed, Toc",$49.00 
MURAD,Moisturizers,#NAME?,$75.00 
KATE SOMERVILLE,Moisturizers,#NAME?,$80.00 
