Name,Type,Ingredients,Price
FARMACY,Eye Treatments,"-Algae, Rose Hip, and Baobab Fruit Oil: Helps smooth the appearance of fine lines for youthful-looking skin.
-Hydrolyzed Hyaluronic Acid: Boosts moisture and visual elasticity.
-Chamomile, Aloe and Calendula Extracts: Helps promote soothing benefits for t",$38.00 
TARTE,Eye Treatments,"-C-brighter™ Technology (Rice Bran, Mango, and Coconut): Helps fight signs of aging and free radicals with its powerful complex of antioxidant plant extracts.
-Maracuja: Rich in essential fatty acids and vitamin C for firmer, brighter, and smoother skin",$38.00 
FRESH,Eye Treatments,"Water, Methyl Trimethicone, Glycerin, Propanediol, Polyglycerin-3, Squalane, Butylene Glycol, Dimethicone/Vinyl Di- methicone Crosspolymer, Hydroxyethyl Acrylate/So- dium Acryloyldimethyl Taurate Copolymer, Glyceryl Oleate Citrate, Dimethicone, Rosa Damascena Flower Water, Chlorella Vulgaris Extract, Rosa Dam- ascena Extract, Cucumis Sativus (Cucumber) Fruit Extract, Voandzeia Subterranea Seed Extract, Rhodi- ola Crenulata Root Extract, Rosa Damascena Flower Oil, Tocopheryl Acetate, Diphenylsiloxy Phenyl Trimethicone, Caprylic/Capric Triglyceride, Polox- amer 407, Dimethicone/Phenyl Vinyl Dimethicone Crosspolymer, PEG-6, Polysorbate 60, Sorbitan Isostearate, Xanthan Gum, Sodium Hyaluronate, Sodium Citrate, Citric Acid, Disodium Phosphate, Biosaccharide Gum-2, C12-14 Pareth-12, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol, Caramel, Citronellol, Geraniol.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$41.00 
SKINFIX,Eye Treatments,"-Alfalfa Seed Complex: Helps to diminish the look of under-eye puffiness.
-Saccharomyces Complex: Helps to reduce the appearance of dark circles.
-Seaweed Hyaluronate Blend: Pulls moisture into the skin to create a smooth appearance.

Water, Glycerin, C10",$40.00 
CLINIQUE,Eye Treatments,"Water , Squalane , Butylene Glycol , Ethylhexyl Palmitate , Glycerin , Caprylic/Capric/Myristic/Stearic Triglyceride , Dimethicone , Methyl Gluceth-20 , Peg-100 Stearate , Cetyl Alcohol , Glyceryl Stearate , Peg-8 , Polymethylsilsesquioxane , Hydrogenated Lecithin , Hypnea Musciformis (Algae) Extract , Gellidiela Acerosa (Algae) Extract , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Crithmum Maritimum Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Chlorella Vulgaris Extract , Cucumis Sativus (Cucumber) Fruit Extract , Rosmarinus Officinalis (Rosemary) Leaf Extract , Padina Pavonica Thallus Extract , Laminaria Digitata Extract , Camellia Sinensis Leaf Extract , Saccharomyces Ferment Filtrate , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Hydrogenated Vegetable Oil , Micrococcus Lysate , Persea Gratissima (Avocado) Sterols , Ergothioneine , Biotin , Acetyl Glucosamine , Caffeine , Lecithin , Palmitoyl Oligopeptide , Glyceryl Polymethacrylate , Caprylic/Capric Triglyceride , Polysilicone-11 , Propylene Glycol Dicaprate , Tocopheryl Acetate , Sucrose , Trehalose , Pentylene Glycol , Carbomer , Helianthus Annuus (Sunflower) Seedcake , Tromethamine , Phytosphingosine , Tetrahexyldecyl Ascorbate , Cholesterol , Zinc Pca , Hexylene Glycol , Hydroxyethylcellulose , Sodium Hyaluronate , Potassium Sulfate , Citric Acid , Caprylyl Glycol , Sodium Citrate , Disodium Distyrylbiphenyl Disulfonate , Disodium Edta , Phenoxyethanol , Titanium Dioxide (Ci 77891)
Please be aware that ingredient lists may change or vary from time to time.� Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",$46.00 
LANCÔME,Eye Treatments,"-Caffeine
-Hyaluronic Acid
-Shea Butter

Water, Dimethicone, Glycerin, Isohexadecane, Alcohol Denat., Squalane, Cetyl Alcohol, Stearic Acid, Paraffinum Liquidum / Mineral Oil / Huile Minerale, Palmitic Acid, Peg-100 Stearate, Glyceryl Stearate, Peg-20 Ste",$75.00 
SEPHORA COLLECTION,Eye Treatments,"Water, Butylene Glycol, Glycerin, Aloe Barbadensis Leaf Juice, 1,2-Hexanediol, Hydroxyacetophenone, Glycosyl Trehalose, Xanthan Gum, Hydrolyzed Sclerotium Gum, Dipotassium Glycyrrhizate, (Fragrance), Phosphatidylcholine, Phenoxyethano, Polysorbate 80, Vitis Vinifera (Grape) Fruit Extract, Mesembryanthemum Crystallinum Callus Extract, Ascorbyl Palmitate, Citric Acid, Potassium Sorbate, Tocopheryl Acetate, Sodium Benzoate, Astaxanthin.",$5.00 
BOBBI BROWN,Eye Treatments,"Water, Petrolatum, Dimethicone, Butyrospermum Parkii (Shea Butter), Glycerin, Ceresin, Phenyl Trimethicone, Acetyl Glucosamine, Pentylene Glycol, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Lanolin Alcohol, Camellia Sinensis (Green Tea) Leaf Extract, Olea Europaea (Olive) Fruit Extract, Triticum Vulgare (Wheat Bran) Extract, Scutellaria Baicalensis Root Extract, Ascophyllum Nodosum Extract, Asparagopsis Armata Extract, Pyrus Malus (Apple) Fruit Extract, Morus Bombycis (Mulberry) Root Extract, Salvia Sclarea (Clary) Extract, Oenothera Biennis (Evening Primrose) Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Tocopheryl Acetate, Caffeine, Sucrose, Silica, Cholesterol, Sorbitol, Di-C12-15 Alkyl Fumarate, Peg-30 Dipolyhydroxystearate, Behenyl Alcohol, Hydroxystearic Acid, Micrococcus Lysate, Peg-8 Distearate, Acetyl Hexapeptide-8, Trehalose, Linoleic Acid, Butylene Glycol, Sodium Hyaluronate, Lecithin, Potassium Stearate, Potassium Palmitate, Fragrance, Sodium Chloride, Trisodium Edta, Limonene, Benzyl Salicylate, Chlorphenesin, Phenoxyethanol",$79.00 
LANCÔME,Eye Treatments,"-Bifidus Extract: Helps strengthen and protect the skin's moisture barrier.

Water, Cyclohexasiloxane, Bifida ferment lysate, Glycerin, Propanediol, Alcohol denat, Polysilicone-11, Dimethicone, Polymethylsilsesquioxane, Di-c12-13 alkyl malate, Ammonium po",$67.00 
MILK MAKEUP,Eye Treatments,"-Caffeine: Depuffs and energizes the under-eye area.
-Seawater and Lavender: Soothes and Calms.
-Aloe Barbadensis Leaf Extract: Soothes and calms redness.

Water, Glycerin, Dipropylene Glycol, Sodium Polyacrylate, Agar, Polyacrylic Acid, Xanthan Gum, Phen",$22.00 
DIOR,Eye Treatments,"-Phytosterols: Shown to target dark circles and puffiness.

Aqua (Water), Glycerin, Butylene Glycol, Niacinamide, Ethylhexyl Stearate, Propylene Glycol Dicaprylate/Dicaprate, Polymethyl Methacrylate, Coco-Caprylate/Caprate, Bis-Behenyl/Isostearyl/Phytoste",$105.00 
OBAGI CLINICAL,Eye Treatments,"-Kinetin+ Complex: Clinically shown to minimize the signs of skin aging to help refresh and renew skin's youthful look.
-Adaptogen Complex: Yeast ferment and adaptogen rhodiola rosea that hydrates and energizes the look of tired skin around the eyes.
-Tet",$60.00 
LA MER,Eye Treatments,"Water\Aqua\Eau, Seaweed (Algae) Extract, Butyrospermum Parkii (Shea Butter), Butylene Glycol, Polyethylene, Hydrogenated Polyisobutene, Dimethicone, Cetyl Esters, Cetearyl Alcohol, Malachite, Polybutene, Isostearyl Neopentanoate, Silica, Trisiloxane, Yeast Extract\Faex\Extrait De Levure, Caffeine, Cholesterol, Ascophyllum Nodosum Extract, Asparagopsis Armata Extract, Gelidium Cartilagineum Extract, Saccharomyces Lysate Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sesamum Indicum (Sesame) Seed, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Sodium Gluconate, Potassium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sigesbeckia Orientalis (St. Paul's Wort) Extract, Whey Protein\Lactis Protein\Proteine Du Petit-Lait, Sucrose, Elaeis Guineensis (Palm) Oil, Methyl Glucose Sesquistearate, Cetearyl Glucoside, Glycerin, Aminomethyl Propanol, Glyceryl Distearate, Tetraacetylphytosphingosine, Linoleic Acid, Sorbitol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Steareth-10, Magnesium Ascorbyl Phosphate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Sodium Hyaluronate, Tocotrienols, Hexylene Glycol, Phytosphingosine, Isododecane, Tocopherol, Squalene, Propylene Glycol Dioctanoate, Phytosterols, Trimethylsiloxysilicate, Caprylyl Glycol, Acetyl Hexapeptide-8, Carbomer, Fragrance (Parfum), Tourmaline, Disodium Edta, Sodium Dehydroacetate, Phenoxyethanol, Linalool, Limonene, Benzyl Salicylate, Blue 1 (Ci 42090), Yellow 5 (Ci 19140), Titanium Dioxide (Ci 77891), Green 5 (Ci 61570).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",$225.00 
TARTE,Eye Treatments,"-Rainforest of the Sea™ Complex: A proprietary blend of algae and marine flower extracts that helps reduce the appearance of fine lines and wrinkles while smoothing and softening skin.
--Coconut Oil: A natural oil that delivers intense moisture and is k",$22.00 
SULWHASOO,Eye Treatments,"-Green Plum Blossom Extract: Delivers antioxidants to help improve overall skin resilience.
-Mulberry: Visibly soothes tired skin around the eyes.
-Sulwhasoo’s Five Fruit and Seeds Compound: Nurtures skin and delivers visible

Water, Propanediol, Dimeth",$100.00 
AMOREPACIFIC,Eye Treatments,"-Bamboo Sap and 5-Hydra Complex: Provides exceptional hydration.
-Caffeine: Reduces visible swelling around eye.
-Beta-glucan: Provides a moisture-protective film.

Phyllostachis Bambusoides Juice, Cyclopentasiloxane, Dimethicone, Glycerin, Butylene Glyco",$85.00 
TATA HARPER,Eye Treatments,"-Peptides from Spanish Lavender: Help smooth and minimize the look of lines and wrinkles.
-Safflower Oleosomes: Plump the look of skin and help smooth roughness.
-Buckwheat Wax: Helps reduce the look of puffiness and under-eye bags.

Aloe barbadensis Leaf",$105.00 
BELIF,Eye Treatments,"-Peat: Found in the tundras of Northern Europe, 80 different kinds of herbs have been deposited over millennia in uncontaminated glacial water pools to create this pure, potent source of herbal energy that has astringent, anti-inflammatory, and antioxidan",$58.00 
LA MER,Eye Treatments,"Declustered Water (-)\Aqua\Eau De-Structuree (-), Declustered Water (+)\Aqua\Eau De-Structuree (+), Propanediol, Glycerin, Algae (Seaweed) Extract, Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Sucrose, Pyrus Malus (Apple) Fruit Extract, Citrullus Vulgaris (Watermelon) Fruit Extract, Porphyridium Cruentum Extract, Lens Esculenta (Lentil) Fruit Extract, Laminaria Digitata Extract, Saccharomyces Lysate Extract, Ascophyllum Nodosum Extract, Plankton Extract, Helichrysum Arenarium (Everlasting) Extract, Citrus Aurantifolia (Lime) Peel Extract, Tourmaline, Sigesbeckia Orientalis (St. Paul's Wort) Extract, Asparagopsis Armata Extract, Acetyl Hexapeptide-8, Caffeine, Pullulan, Trehalose, Sodium Lactate, Sorbitol, Sodium Pca, Styrene/Vp Copolymer, Hydroxypropyl Methylcellulose, Sodium Hyaluronate, Hexylene Glycol, Butylene Glycol, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Alcohol Denat., Xanthan Gum, Isododecane, Fragrance (Parfum), Ethylhexylglycerin, Caprylyl Glycol, Trimethylsiloxysilicate, Disodium Edta, Phenoxyethanol, Green 5 (Ci 61570), Blue 1 (Ci 42090).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",$260.00 
FIRST AID BEAUTY,Eye Treatments,"-Alpha Arbutin: A naturally derived ingredient that helps skin appear brighter and more even.
-Bisabolol: A botanical extract that helps soothe and calm skin.
-Homeostatine: A complex of two botanical ingredients that help firm and smooth the appearance o",$32.00 
L'OCCITANE,Eye Treatments,"-Caffeine: Reduces the appearance of dark circles and puffiness.
-Corsican Immortelle Essential Oil: Helps target visible signs of aging.
-Marjoram Extract: Diminishes the appearance of under-eye fatigue.

Aqua/Water, Glycerin, Propanediol, Isononylisonon",$55.00 
FIRST AID BEAUTY,Eye Treatments,"-Peptides: Smooth the look of skin and minimize the appearance of fine lines and wrinkles
-Seaweed Extract: Hydrates and supports the skin barrier.
-Red Algae Extract: Helps improve the look of skin texture and imperfections, diminishing the appearance of",$36.00 
CLINIQUE,Eye Treatments,"Water , Glycerin , Butylene Glycol , Butyrospermum Parkii (Shea Butter) , Squalane , Cetyl Esters , Dimethicone , Methyl Gluceth-20 , Polyethylene , Glycereth-26 , Polybutene , Sucrose , Magnolia Officinalis Bark Extract , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Algae Extract , Molasses Extract/Saccharum Officinarum/Extrait De Melasse , Sapindus Mukurossi Fruit Extract , Palmitoyl Tetrapeptide-7 , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Palmitoyl Hexapeptide-12 , Trifluoroacetyl Tripeptide-2 , Caffeine , Phytosphingosine , Acetyl Hexapeptide-8 , Palmitoyl Tripeptide-1 , Yeast Extract/Faex/Extrait De Levure , Glycine Soja (Soybean) Protein , Caesalpinia Spinosa Gum , Acrylates/C10-30 Alkyl Acrylate Crosspolymer , Glyceryl Polymethacrylate , Sucrose Stearate , Caprylyl Glycol , Peg-8 , Sodium Hyaluronate , Simethicone , Polysorbate 20 , Carbomer , Sodium Hydroxide , Dextran , Hexylene Glycol , Sodium Citrate , Phenoxyethanol , Mica , Titanium Dioxide (Ci 77891)",$27.50 
FARSÁLI,Eye Treatments,"-Turmeric Root Extract (Haldi): Brightens the under-eye area.
-Caffeine: A natural vasoconstrictor and antioxidant that promotes a luminous look.
-Daisy Petal Extract: Brightens dark undertones and leaves skin petal soft.

Water, Glycerin, Coco-Caprylate/",$40.00 
CLINIQUE,Eye Treatments,"Water , Butylene Glycol , Glycerin , Caffeine , Panthenol , Polygonum Cuspidatum Root Extract , Vitis Vinifera (Grape) Seed Extract , Rosmarinus Officinalis (Rosemary) Extract , Humulus Lupulus (Hops) Extract , Citrus Reticulata (Tangerine) Peel Extract , Punica Granatum (Pomegranate) Fruit Juice , Yeast Extract/Faex/Extrait De Levure , Biosaccharide Gum - 1 , Linolenic Acid , Sodium Hyaluronate , Laureth-7 , Linoleic Acid , Glycine , Carbomer , Cyclodextrin , Hydroxyproline , Acrylates Copolymer , C13-14 Isoparaffin , Polyacrylamide , Caprylyl Glycol , Proline , Ethylbisiminomethylguaiacol Manganese Chloride , Nordihydroguaiaretic Acid , Xanthan Gum , Hexylene Glycol , Disodium Edta , Phenoxyethanol , Titanium Dioxide (Ci 77891) , Mica",$33.00 
CLINIQUE,Eye Treatments,,$46.00 
MURAD,Eye Treatments,"-Youth-building Peptides And Retinol: Support natural collagen and reduce the appearance of medium to deep wrinkles.
-Phytoestrogens: Improve elasticity and help smooth skin.
-Eye-Brightening Complex: Reduces dark circles and under-eye puffiness while ill",$82.00 
ORIGINS,Eye Treatments,"-Anogeissus

Water, Glyceryl Stearate, Butylene Glycol, Myristyl Myristate, Squalane, Jojoba Esters, Cetyl Alcohol, Peg-100 Stearate, Anogeissus Leiocarpus Bark Extract, Chrysanthellum Indicum Extract, Ascophyllum Nodosum Extract, Rubus Idaeus (Raspberry)",$50.00 
ALGENIST,Eye Treatments,"Water, Dimethicone, Isododecane, Glycerin, Butylene Glycol, Polysilicone-11, Isohexadecane, Pentylene Glycol, Algae Exopolysaccharides, Chlorella Protothecoides, Plantago Lanceolata Leaf Extract, Darutoside, Polygonum Bistorta Root Extract, Nannochloropsis Oculata Extract, Albizia Julibrissin Bark Extract, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, N-Hydroxysuccinimide, Chrysin, Mica, Adenosine, Ammonium Polyacryloyldimethyl Taurate, Polysorbate 20, Polysorbate 80, Pullulan, Tocopheryl Acetate, Steareth-20, Disodium EDTA, Chlorhexidine Digluconate, Citric Acid, Sodium Hydroxide, Xanthan Gum, Ethylhexylglycerin, Hexylene Glycol, Caprylyl Glycol, Potassium Sorbate, Sodium Benzoate, Phenoxyethanol.",$70.00 
KORA ORGANICS,Eye Treatments,"-Kahai Oil: Natural retinol that improves elasticity to smooth the look of fine lines and crow’s feet.
-Coffee Seed Oil: Supports natural circulation, awakens, and reduces puffiness.
-Tomato Fruit: Brightens skin around eye area and reduces appearance o",$38.00 
KIEHL'S SINCE 1851,Eye Treatments,"-Copper PCA: Helps maintain the skin's moisture level.
-Calcium PCA: Prevents the degradation of collagen fibers.
-Caffeine: Reduces the appearance of puffiness.

Water, Gycerin, Cyclohexasiloxane, Propylene Glycol, Cetyl Alcohol, Stearyl Alcohol, Squalan",$45.00 
DERMALOGICA,Eye Treatments,"-Retinol: Accelerates skin’s natural repair process.
-Vitamin C: Helps improve skin’s resilience and firmness.
-Vitamin E: Protects against free radicals.

Cyclopentasiloxane, Bis-Diglyceryl Polyacyladipate-2, Dimethicone Crosspolymer, Cetyl Ethylhexa",$65.00 
FRESH,Eye Treatments,"Water, Glycerin, Butylene Glycol, Pentylene Glycol, Jojoba Oil PEG-150 Esters, Methyl Gluceth-20, PEG-6 Caprylic/Capric Glycerides, Acacia Senegal Gum, PEG-40 Hydrogenated Castor Oil, Lycium Chinense Fruit Extract, Saccharomyces Ferment Filtrate, Camellia Sinensis Leaf Extract, Rubus Fruticosus (Blackberry) Leaf Extract, Litchi Chinensis Seed Extract, Acetyl Tetrapeptide-5, Tocopheryl Acetate, Tocopherol, Polymethylsilsesquioxane, Carbomer, PEG-150, Sorbitol, Sodium Hydroxide, Parfum (Fragrance), Rhizobian Gum, Maltodextrin, Algin, Xanthan Gum, Adenosine, Polyvinyl Alcohol, Cellulose Gum, Citric Acid, Sodium Metabisulfite, Diamond Powder, Sodium Benzoate, Potassium Sorbate, Hydroxyethylcellulose, Sodium Citrate, Biotin, Phenoxyethanol, Linalool, Citronellol, Geraniol.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$72.00 
CAUDALIE,Eye Treatments,"-Vine Resveratrol and Micro Hyaluronic Acid Complex: Provide anti-wrinkle, firming, and lifting action.
-Viniferine: Counteracts the look of dark spots and adds radiance.
-Grape Seed Polyphenols: Provide antioxidant protection.
-Cafeine and Peptides: Figh",$99.00 
DR. DENNIS GROSS SKINCARE,Eye Treatments,"-Ferulic Acid: Enhances properties of other vitamins for healthy skin and offers antioxidant sun damage protection.
-Retinol: Helps smooth the appearance of wrinkles and lines while increasing moisture.
-ECG Complex™ (Propriety Blend of Ellagic Acid, Co",$69.00 
INC.REDIBLE,Eye Treatments,"Aqua (Water), Glycerin, Butylene Glycol, Glycereth-26, Cocos Nucifera (Coconut) Oil, Ethylhexyl Palmitate, Dimethicone, Magnesium Aluminum Silicate, Xanthan Gum, Microcrystalline Cellulose, Cyclopentasiloxane, PEG/PPG-12/16 Dimethicone, Tremella Fuciformis Polysaccharide, Methylparaben, Yeast Beta-Glucan, Propanediol, 1,2-Hexanediol, Phenoxyethanol, Caprylyl Glycol, Chlorella Vulgaris Extract, Ethylhexylglycerin, Lespedeza Capitata Leaf/Stem Extract, Parfum (Fragrance), Limonene, Hexyl Cinnamal, Linalool, Geraniol, Benzyl Benzoate, Butylphenyl Methylpropional, Citronellol, Citral, Mica, CI 77891, CI 15985, CI 14700, CI 42090.",$15.00 
PERRICONE MD,Eye Treatments,"-Acyl-Glutathione.
-Flaxseed Oil.
-Chia Seed Oil.
-Macadamia seed oil

Water, Propanediol, Pantethine, Glycerin, Tetrahexyldecyl Ascorbate, S-Palmitoylglutathione, Dimethyl MEA, Palmitoyl Tripeptide-38, Acetyl Tyrosine, Avena Sativa (Oat) Kernel Extract, ",$122.00 
DR. BARBARA STURM,Eye Treatments,"-Complex of Yeast, Golden Root, and Sugar Beet: Reduces the look of dark shadows and bags under the eyes with a soothing effect.
-Vitamin E: An antioxidant that helps protect the skin against free radicals and environmental factors.
-Macadamia Oil: Intens",$140.00 
GUERLAIN,Eye Treatments,"-Extracts of Jasmine and Hyaluronic Acid: Hydrate the skin.
-Liquorice Extract: Visibly minimizes hyperpigmentation.
-Chrono-Response™ Complex: Helps the formula to adapt to the skin's needs.

Aqua (Water), Glycerin, Propylene Glycol Dicaprylate/Dicapra",$215.00 
KORRES,Eye Treatments,"-Elasti-Lift 3D: A breakthrough skin remodeling complex that visibly firms skin, helps reduce crow’s feet wrinkles, enhances elasticity, and increases resilience to lift the look of the upper eyelids.
-Defeye Gravity: The first all-natural active comple",$59.00 
SHISEIDO,Eye Treatments,"Water, Dimethicone, Butylene Glycol, Glycerin, Alcohol, Dimethicone/Vinyl Dimethicone Crosspolymer, Myristyl Myristate, Petrolatum, Hydrogenated Polydecene, Behenyl Alcohol, Cetyl Ethylhexanoate, Glyceryl Stearate Se, Potassium Methoxysalicylate, Methyl Methacrylate Crosspolymer, Stearyl Alcohol, Dimethylacrylamide/Sodium Acryloyldimethyltaurate Crosspolymer, Polysorbate 60, Peg-40 Stearate, Tocopheryl Acetate, Phenoxyethanol, Titanium Dioxide (Ci 77891), Fragrance, Sorbitan Tristearate, Trisodium Edta, Peg-10 Dimethicone, Sodium Citrate, Oryzanol, 2-O-Ethyl Ascorbic Acid, Mica, Silica, Xanthan Gum, Sodium Metaphosphate, Limonene, Citric Acid, Peg/Ppg-14/7 Dimethyl Ether, Aluminum Hydroxide, Benzyl Benzoate, Butylphenyl Methylpropional, Iron Oxides (Ci 77491), Linalool, Sodium Hyaluronate, Citronellol, Crataegus Monogyna Flower Extract, Tocopherol.",$65.00 
ESTÉE LAUDER,Eye Treatments,"Advanced Night Rpr Eye Conc Matrix Division: El (Estee Lauder)Ingredients: Water , Dimethicone , Isohexadecane , Glycerin , Butylene Glycol , Bis-Peg-18 Methyl Ether Dimethyl Silane , Peg-10 Dimethicone , Disteardimonium Hectorite , Isopropyl Isostearate , Ppg-15 Stearyl Ether , Sucrose , Trehalose , Pentylene Glycol , Hydroxyethyl Urea , Cucumis Sativus (Cucumber) Fruit Extract , Garcinia Mangostana Peel Extract , Anthemis Nobilis (Chamomile) Flower Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Silybum Marianum (Lady'S Thistle) Extract , Glycine Soja (Soybean) Seed Extract , Lactobacillus Ferment , Algae Extract , Sorbitol , Betula Alba (Birch) Extract , Scutellaria Baicalensis Root Extract , Morus Bombycis (Mulberry) Root Extract , Poria Cocos Sclerotium Extract , Camelina Sativa Seed Oil , Bifida Ferment Lysate , Propylene Glycol Dicaprate , Caffeine , Sodium Hyaluronate , Sodium Polyaspartate , Hydrogenated Lecithin , Aminopropyl Ascorbyl Phosphate , Phytosphingosine , Yeast Extract/Faex/Extrait De Levure , Ethylhexylglycerin , Sodium Rna , Hydrolyzed Algin , Tripeptide-32 , Polysilicone-11 , Isododecane , Tocopheryl Acetate , Helianthus Annuus (Sunflower) Seedcake , Polyethylene , Propylene Carbonate , Polyacrylate Crosspolymer-6 , Sodium Dehydroacetate , Potassium Sorbate , Lecithin , Disodium Edta , Bht , Phenoxyethanol , Iron Oxides (Ci 77491)",$70.00 
LANCER SKINCARE,Eye Treatments,"-Alfalfa Seed Extract and Lupine Protein: Rich in oligopeptides and oligosaccharides, they target problem areas by reducing the appearance of under-eye bags and wrinkles.
-Hyaluronic Acid and Shea Butter: Provide a rich hydration to the delicate eye area.",$95.00 
